Date,Region,Site,Transect,Species Code,Common Name,Species,Family,Functional Group,Length,Phase,a,b,Biomass
2011,Bonaire,Front Porch,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2011,Bonaire,Front Porch,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,t,-4.4317,2.9051,581.547184
2011,Bonaire,Front Porch,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,t,-4.4317,2.9051,581.547184
2011,Bonaire,Front Porch,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Front Porch,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Front Porch,8,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,18,,-4.6005,2.9752,128.6431771
2011,Bonaire,Front Porch,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,Front Porch,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,22,i,-3.2257,2.3852,229.8510957
2011,Bonaire,Front Porch,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,Front Porch,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,Front Porch,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,40,t,-5.0162,3.1109,1198.25273
2011,Bonaire,Front Porch,8,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,18,i,-4.0781,2.7438,128.8002481
2011,Bonaire,Front Porch,8,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,i,-4.0781,2.7438,252.3532118
2011,Bonaire,Front Porch,8,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,25,t,-4.0781,2.7438,317.2252847
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,21,i,-4.4317,2.9051,206.3380268
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,i,-4.4317,2.9051,236.1957779
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,i,-4.4317,2.9051,268.7543711
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,i,-4.4317,2.9051,268.7543711
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,i,-4.4317,2.9051,268.7543711
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,i,-4.4317,2.9051,304.1246893
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,i,-4.4317,2.9051,342.4171586
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,i,-4.4317,2.9051,342.4171586
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,28,i,-4.4317,2.9051,475.925305
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,28,i,-4.4317,2.9051,475.925305
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,28,i,-4.4317,2.9051,475.925305
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,28,i,-4.4317,2.9051,475.925305
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,28,i,-4.4317,2.9051,475.925305
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2011,Bonaire,Front Porch,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,35,t,-4.4317,2.9051,910.0642946
2011,Bonaire,Karpata,1,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,15,,-4.7033,3.0825,101.0418539
2011,Bonaire,Karpata,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,22,i,-3.2257,2.3852,229.8510957
2011,Bonaire,Karpata,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,i,-5.0162,3.1109,186.5703893
2011,Bonaire,Karpata,1,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,i,-4.0781,2.7438,171.9753104
2011,Bonaire,Karpata,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,31,i,-4.4317,2.9051,639.668341
2011,Bonaire,Karpata,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,2,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,18,,-2.8242,2.2638,191.1110933
2011,Bonaire,Karpata,2,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,30,,-4.7033,3.0825,855.9063879
2011,Bonaire,Karpata,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,22,i,-3.2257,2.3852,229.8510957
2011,Bonaire,Karpata,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,6,j,-3.2257,2.3852,10.36445243
2011,Bonaire,Karpata,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,Karpata,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,i,-5.0162,3.1109,598.5095266
2011,Bonaire,Karpata,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,t,-5.0162,3.1109,598.5095266
2011,Bonaire,Karpata,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,31,t,-4.4317,2.9051,639.668341
2011,Bonaire,Karpata,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,31,t,-4.4317,2.9051,639.668341
2011,Bonaire,Karpata,3,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,20,,-2.8242,2.2638,242.5893351
2011,Bonaire,Karpata,3,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,20,,-2.8242,2.2638,242.5893351
2011,Bonaire,Karpata,3,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,14,,-4.7033,3.0825,81.68450281
2011,Bonaire,Karpata,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,Karpata,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,8,j,-3.2257,2.3852,20.58496993
2011,Bonaire,Karpata,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,10,j,-3.2257,2.3852,35.05096668
2011,Bonaire,Karpata,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,Karpata,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,i,-5.0162,3.1109,598.5095266
2011,Bonaire,Karpata,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,t,-5.0162,3.1109,598.5095266
2011,Bonaire,Karpata,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,18,i,-4.4317,2.9051,131.8536494
2011,Bonaire,Karpata,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,18,,-2.8242,2.2638,191.1110933
2011,Bonaire,Karpata,4,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,17,,-4.7033,3.0825,148.613684
2011,Bonaire,Karpata,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,10,j,-3.2257,2.3852,35.05096668
2011,Bonaire,Karpata,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,12,j,-3.2257,2.3852,54.14559221
2011,Bonaire,Karpata,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,17,i,-5.0162,3.1109,83.65724331
2011,Bonaire,Karpata,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,25,i,-5.0162,3.1109,277.684458
2011,Bonaire,Karpata,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,i,-5.0162,3.1109,489.6395739
2011,Bonaire,Karpata,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,15,i,-4.4317,2.9051,77.6359223
2011,Bonaire,Karpata,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,35,t,-4.4317,2.9051,910.0642946
2011,Bonaire,Karpata,5,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,13,,-4.7033,3.0825,65.00254842
2011,Bonaire,Karpata,5,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,14,,-4.7033,3.0825,81.68450281
2011,Bonaire,Karpata,5,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,15,,-4.7033,3.0825,101.0418539
2011,Bonaire,Karpata,5,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,19,,-4.7033,3.0825,209.3909826
2011,Bonaire,Karpata,5,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,19,i,-3.2257,2.3852,162.025395
2011,Bonaire,Karpata,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,19,i,-5.0162,3.1109,118.2427651
2011,Bonaire,Karpata,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,35,t,-5.0162,3.1109,790.9358834
2011,Bonaire,Karpata,5,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,19,t,-4.0781,2.7438,149.3977753
2011,Bonaire,Karpata,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,i,-4.4317,2.9051,236.1957779
2011,Bonaire,Karpata,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,i,-4.4317,2.9051,268.7543711
2011,Bonaire,Karpata,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,i,-4.4317,2.9051,342.4171586
2011,Bonaire,Karpata,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,33,t,-4.4317,2.9051,767.069733
2011,Bonaire,Karpata,6,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,17,,-4.7033,3.0825,148.613684
2011,Bonaire,Karpata,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,Karpata,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,i,-3.2257,2.3852,255.5602089
2011,Bonaire,Karpata,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,t,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,Karpata,6,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,t,-3.2257,2.3852,282.8654168
2011,Bonaire,Karpata,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,i,-5.0162,3.1109,186.5703893
2011,Bonaire,Karpata,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,t,-5.0162,3.1109,598.5095266
2011,Bonaire,Karpata,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,34,t,-5.0162,3.1109,722.7327969
2011,Bonaire,Karpata,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2011,Bonaire,Karpata,7,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,12,,-2.8242,2.2638,76.32213398
2011,Bonaire,Karpata,7,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,13,,-2.8242,2.2638,91.48396118
2011,Bonaire,Karpata,7,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,18,,-2.8242,2.2638,191.1110933
2011,Bonaire,Karpata,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,13,i,-3.2257,2.3852,65.53566097
2011,Bonaire,Karpata,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2011,Bonaire,Karpata,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,7,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,Karpata,7,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,25,i,-5.0162,3.1109,277.684458
2011,Bonaire,Karpata,7,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,12,j,-4.0781,2.7438,42.34064825
2011,Bonaire,Karpata,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,11,j,-4.4317,2.9051,31.53188178
2011,Bonaire,Karpata,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,Karpata,8,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,20,,-2.8242,2.2638,242.5893351
2011,Bonaire,Karpata,8,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,18,,-4.7033,3.0825,177.2464301
2011,Bonaire,Karpata,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,Karpata,8,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,Karpata,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,i,-5.0162,3.1109,214.2392923
2011,Bonaire,Karpata,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,i,-5.0162,3.1109,244.5677296
2011,Bonaire,Karpata,8,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,35,t,-5.0162,3.1109,790.9358834
2011,Bonaire,Karpata,8,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2011,Bonaire,Karpata,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,i,-4.4317,2.9051,581.547184
2011,Bonaire,Karpata,8,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,t,-4.4317,2.9051,701.4733917
2011,Bonaire,No-Dive Reserve,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,18,,-2.8242,2.2638,191.1110933
2011,Bonaire,No-Dive Reserve,1,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,13,,-4.7033,3.0825,65.00254842
2011,Bonaire,No-Dive Reserve,1,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,13,,-4.7033,3.0825,65.00254842
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,22,i,-3.2257,2.3852,229.8510957
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,j,-3.2257,2.3852,6.709393357
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,9,j,-3.2257,2.3852,27.26209542
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,9,j,-3.2257,2.3852,27.26209542
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,10,j,-3.2257,2.3852,35.05096668
2011,Bonaire,No-Dive Reserve,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,12,j,-3.2257,2.3852,54.14559221
2011,Bonaire,No-Dive Reserve,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,35,t,-5.0162,3.1109,790.9358834
2011,Bonaire,No-Dive Reserve,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,13,i,-4.4317,2.9051,51.22911257
2011,Bonaire,No-Dive Reserve,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,16,i,-4.4317,2.9051,93.64594178
2011,Bonaire,No-Dive Reserve,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,15,i,-3.2257,2.3852,92.1961681
2011,Bonaire,No-Dive Reserve,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,No-Dive Reserve,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,No-Dive Reserve,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,No-Dive Reserve,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,i,-3.2257,2.3852,255.5602089
2011,Bonaire,No-Dive Reserve,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,No-Dive Reserve,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,t,-3.2257,2.3852,255.5602089
2011,Bonaire,No-Dive Reserve,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,20,i,-5.0162,3.1109,138.6992822
2011,Bonaire,No-Dive Reserve,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,25,i,-5.0162,3.1109,277.684458
2011,Bonaire,No-Dive Reserve,2,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,20,i,-4.0781,2.7438,171.9753104
2011,Bonaire,No-Dive Reserve,2,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,i,-4.0781,2.7438,252.3532118
2011,Bonaire,No-Dive Reserve,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,12,i,-4.4317,2.9051,40.60031825
2011,Bonaire,No-Dive Reserve,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,20,i,-4.4317,2.9051,179.0697554
2011,Bonaire,No-Dive Reserve,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,23,i,-4.4317,2.9051,268.7543711
2011,Bonaire,No-Dive Reserve,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,i,-4.4317,2.9051,342.4171586
2011,Bonaire,No-Dive Reserve,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,4,j,-4.4317,2.9051,1.668954438
2011,Bonaire,No-Dive Reserve,3,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,18,,-2.8242,2.2638,191.1110933
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,15,i,-3.2257,2.3852,92.1961681
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,22,i,-3.2257,2.3852,229.8510957
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,4,j,-3.2257,2.3852,3.94033813
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,j,-3.2257,2.3852,6.709393357
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,7,j,-3.2257,2.3852,14.97020836
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,10,j,-3.2257,2.3852,35.05096668
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,11,j,-3.2257,2.3852,43.99768567
2011,Bonaire,No-Dive Reserve,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,12,j,-3.2257,2.3852,54.14559221
2011,Bonaire,No-Dive Reserve,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,i,-5.0162,3.1109,186.5703893
2011,Bonaire,No-Dive Reserve,3,rdp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,23,t,-4.0781,2.7438,252.3532118
2011,Bonaire,No-Dive Reserve,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,9,i,-4.4317,2.9051,17.60232009
2011,Bonaire,No-Dive Reserve,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,i,-4.4317,2.9051,236.1957779
2011,Bonaire,No-Dive Reserve,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,7,j,-4.4317,2.9051,8.481922814
2011,Bonaire,No-Dive Reserve,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,35,t,-4.4317,2.9051,910.0642946
2011,Bonaire,No-Dive Reserve,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,20,,-2.8242,2.2638,242.5893351
2011,Bonaire,No-Dive Reserve,4,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,12,,-4.7033,3.0825,50.78976354
2011,Bonaire,No-Dive Reserve,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,18,i,-3.2257,2.3852,142.4216389
2011,Bonaire,No-Dive Reserve,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,No-Dive Reserve,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,10,j,-3.2257,2.3852,35.05096668
2011,Bonaire,No-Dive Reserve,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,10,j,-3.2257,2.3852,35.05096668
2011,Bonaire,No-Dive Reserve,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,12,j,-3.2257,2.3852,54.14559221
2011,Bonaire,No-Dive Reserve,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,t,-3.2257,2.3852,282.8654168
2011,Bonaire,No-Dive Reserve,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,12,i,-4.4317,2.9051,40.60031825
2011,Bonaire,No-Dive Reserve,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,15,i,-4.4317,2.9051,77.6359223
2011,Bonaire,No-Dive Reserve,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,i,-4.4317,2.9051,342.4171586
2011,Bonaire,No-Dive Reserve,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,10,j,-4.4317,2.9051,23.90561935
2011,Bonaire,No-Dive Reserve,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,12,j,-4.4317,2.9051,40.60031825
2011,Bonaire,No-Dive Reserve,5,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,15,i,-3.2257,2.3852,92.1961681
2011,Bonaire,No-Dive Reserve,5,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,17,i,-3.2257,2.3852,124.2701342
2011,Bonaire,No-Dive Reserve,5,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,20,i,-3.2257,2.3852,183.1119745
2011,Bonaire,No-Dive Reserve,5,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,23,i,-3.2257,2.3852,255.5602089
