Date,Region,Diver,Site,Transect,Species Code,Common Name,Species,Family,Functional Group,Length,Number,Phase,a,b,Biomass
3/6/17,Bonaire,REB,Reef Scientifico,1,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,15,1,,0.0135,3.0439,51.31424601
3/6/17,Bonaire,REB,Reef Scientifico,1,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,10,1,,0.0135,3.0439,14.93598155
3/6/17,Bonaire,REB,Reef Scientifico,1,trf,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,25,1,,0.004,2.865,40.47232149
3/6/17,Bonaire,REB,Reef Scientifico,2,smg,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,14,35,,0.01259,2.99,33.64717111
3/6/17,Bonaire,REB,Reef Scientifico,2,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,23,1,,0.00977,3.14,184.3826145
3/6/17,Bonaire,REB,Reef Scientifico,2,sqf,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,14,2,,0.0115,2.89,23.60520973
3/6/17,Bonaire,REB,Reef Scientifico,2,trf,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,24,1,,0.004,2.865,36.00519761
3/6/17,Bonaire,REB,Reef Scientifico,2,trf,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,35,1,,0.004,2.865,106.1243244
3/6/17,Bonaire,REB,Reef Scientifico,2,trf,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,25,1,,0.004,2.865,40.47232149
3/6/17,Bonaire,REB,Reef Scientifico,2,trf,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,27,1,,0.004,2.865,50.45650627
3/6/17,Bonaire,REB,Reef Scientifico,3,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,12,2,,0.00977,3.14,23.90692264
3/6/17,Bonaire,REB,Reef Scientifico,3,sch,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,18,1,,0.0194,2.9779,106.1396675
3/6/17,Bonaire,REB,Reef Scientifico,3,frg,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,13,1,,0.0127,3.1581,41.85508439
3/6/17,Bonaire,REB,Reef Scientifico,3,sqf,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,5,1,,0.0115,2.89,1.204262472
3/6/17,Bonaire,REB,Reef Scientifico,3,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,14,1,,0.0429,2.719,56.07630913
3/6/17,Bonaire,REB,Reef Scientifico,3,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,14,1,,0.0135,3.0439,41.59421155
3/6/17,Bonaire,REB,Reef Scientifico,3,4eb,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,7,2,,0.022,3.1897,10.91520506
3/6/17,Bonaire,REB,Reef Scientifico,4,smg,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,10,150,,0.01259,2.99,12.30341661
3/6/17,Bonaire,REB,Reef Scientifico,4,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,11,8,,0.0429,2.719,29.10743948
3/6/17,Bonaire,REB,Reef Scientifico,4,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,13,1,,0.0429,2.719,45.84260275
3/6/17,Bonaire,REB,Reef Scientifico,4,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,13,1,,0.0429,2.719,45.84260275
3/6/17,Bonaire,REB,Reef Scientifico,4,smg,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,13,1,,0.01259,2.99,26.9597806
3/6/17,Bonaire,REB,Reef Scientifico,4,tar,Tarpon,Megalops atlanticus,Megalopidae,Carnivores,140,1,,0.00794,2.98,19737.04125
3/6/17,Bonaire,REB,Reef Scientifico,4,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,40,4,,0.0074,3.237,1135.271961
3/6/17,Bonaire,REB,Reef Scientifico,4,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,55,1,,0.0074,3.237,3182.627021
3/6/17,Bonaire,REB,Reef Scientifico,5,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,23,1,,0.00977,3.14,184.3826145
3/6/17,Bonaire,REB,Reef Scientifico,5,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,14,1,,0.0135,3.0439,41.59421155
3/6/17,Bonaire,REB,Reef Scientifico,5,frg,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,16,1,,0.0127,3.1581,80.63712555
3/6/17,Bonaire,REB,Reef Scientifico,5,sqf,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,16,1,,0.0115,2.89,34.72198861
3/6/17,Bonaire,REB,Reef Scientifico,5,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,14,3,,0.00977,3.14,38.791502
3/6/17,Bonaire,REB,Reef Scientifico,5,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,14,1,,0.01,3.13,38.67058586
3/6/17,Bonaire,REB,Reef Scientifico,5,smg,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,16,1,,0.01259,2.99,50.15849283
3/6/17,Bonaire,REB,Reef Scientifico,5,sqf,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,14,2,,0.0115,2.89,23.60520973
3/6/17,Bonaire,REB,Reef Scientifico,5,4eb,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,4,1,,0.022,3.1897,1.831527463
3/6/17,Bonaire,REB,Reef Scientifico,5,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,19,1,,0.00977,3.14,101.2000835
3/6/17,Bonaire,REB,Reef Scientifico,5,sch,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,17,1,,0.0194,2.9779,89.5273177
3/6/17,Bonaire,REB,Reef Scientifico,5,gtf,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,8,2,,0.00977,3.14,6.692634732
3/6/17,Bonaire,REB,Reef Scientifico,5,sph,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,14,1,,0.0144,3.0532,45.46954524
3/6/17,Bonaire,REB,Reef Scientifico,5,crf,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,12,1,,0.0135,3.043,25.95866179
3/6/17,Bonaire,REB,Reef Scientifico,5,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,10,1,,0.0135,3.0439,14.93598155
3/6/17,Bonaire,REB,Reef Scientifico,5,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,14,1,,0.0135,3.0439,41.59421155
3/6/17,Bonaire,MWW,Reef Scientifico,1,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,23,2,,0.0194,2.9779,220.2373906
3/6/17,Bonaire,MWW,Reef Scientifico,1,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,30,1,,0.0194,2.9779,485.8711523
3/6/17,Bonaire,MWW,Reef Scientifico,1,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,24,1,,0.0194,2.9779,249.9958427
3/6/17,Bonaire,MWW,Reef Scientifico,1,MGS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,21,1,,0.0429,2.719,168.877408
3/6/17,Bonaire,MWW,Reef Scientifico,1,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,19,1,,0.00977,3.14,101.2000835
3/6/17,Bonaire,MWW,Reef Scientifico,1,YtS,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,20,1,,0.0405,2.718,139.2049092
3/6/17,Bonaire,MWW,Reef Scientifico,1,BlB,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,16,2,,0.111,2.72,209.1844182
3/6/17,Bonaire,MWW,Reef Scientifico,1,BlB,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,13,7,,0.111,2.72,118.9183561
3/6/17,Bonaire,MWW,Reef Scientifico,1,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,18,1,,0.0074,3.237,85.61479453
3/6/17,Bonaire,MWW,Reef Scientifico,1,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,15,1,,0.0127,3.1581,65.7684378
3/6/17,Bonaire,MWW,Reef Scientifico,1,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,15,2,,0.0135,3.043,51.18933289
3/6/17,Bonaire,MWW,Reef Scientifico,1,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,19,1,,0.0135,3.043,105.0947391
3/6/17,Bonaire,MWW,Reef Scientifico,1,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,14,1,,0.0135,3.043,41.49553622
3/6/17,Bonaire,MWW,Reef Scientifico,1,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,14,2,,0.01259,2.99,33.64717111
3/6/17,Bonaire,MWW,Reef Scientifico,1,BlB,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,13,2,,0.111,2.72,118.9183561
3/6/17,Bonaire,MWW,Reef Scientifico,1,TrF,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,27,1,,0.004,2.865,50.45650627
3/6/17,Bonaire,MWW,Reef Scientifico,1,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,20,1,,0.0135,3.0439,123.1796519
3/6/17,Bonaire,MWW,Reef Scientifico,1,BlB,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,14,3,,0.111,2.72,145.4759614
3/6/17,Bonaire,MWW,Reef Scientifico,2,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,22,1,,0.0194,2.9779,192.9310959
3/6/17,Bonaire,MWW,Reef Scientifico,2,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,27,2,,0.0194,2.9779,355.0257743
3/6/17,Bonaire,MWW,Reef Scientifico,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,19,1,,0.0429,2.719,128.6436439
3/6/17,Bonaire,MWW,Reef Scientifico,2,BlB,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,14,1,,0.111,2.72,145.4759614
3/6/17,Bonaire,MWW,Reef Scientifico,2,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,15,5,,0.00977,3.14,48.17493276
3/6/17,Bonaire,MWW,Reef Scientifico,2,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,15,2,,0.01259,2.99,41.35600648
3/6/17,Bonaire,MWW,Reef Scientifico,2,TaR,Tarpon,Megalops atlanticus,Megalopidae,Carnivores,70,1,,0.00794,2.98,2501.57001
3/6/17,Bonaire,MWW,Reef Scientifico,2,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,16,1,,0.0135,3.043,62.29753686
3/6/17,Bonaire,MWW,Reef Scientifico,2,TrF,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,25,1,,0.004,2.865,40.47232149
3/6/17,Bonaire,MWW,Reef Scientifico,2,TrF,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,42,1,,0.004,2.865,178.9242512
3/6/17,Bonaire,MWW,Reef Scientifico,2,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,12,2,,0.01259,2.99,21.2215771
3/6/17,Bonaire,MWW,Reef Scientifico,2,YhW,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,12,1,,0.01,3.13,23.86916904
3/6/17,Bonaire,MWW,Reef Scientifico,2,YhW,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,10,1,,0.01,3.13,13.48962883
3/6/17,Bonaire,MWW,Reef Scientifico,2,PuD,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,12,1,,0.0131,3.038,24.87848449
3/6/17,Bonaire,MWW,Reef Scientifico,2,4eB,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,10,2,,0.022,3.1897,34.05043628
3/6/17,Bonaire,MWW,Reef Scientifico,2,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,12,1,,0.0135,3.0439,26.01678113
3/6/17,Bonaire,MWW,Reef Scientifico,3,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,26,2,,0.0194,2.9779,317.2859658
3/6/17,Bonaire,MWW,Reef Scientifico,3,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,30,1,,0.0194,2.9779,485.8711523
3/6/17,Bonaire,MWW,Reef Scientifico,3,SpH,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,16,1,,0.0144,3.0532,68.35678415
3/6/17,Bonaire,MWW,Reef Scientifico,3,SpH,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,14,1,,0.0144,3.0532,45.46954524
3/6/17,Bonaire,MWW,Reef Scientifico,3,BlG,Blue Stripped Grunt,Haemulon sciurus,Haemulidae,Carnivores,22,1,,0.0194,2.9996,206.3159497
3/6/17,Bonaire,MWW,Reef Scientifico,3,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,15,1,,0.0135,3.043,51.18933289
3/6/17,Bonaire,MWW,Reef Scientifico,3,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,10,1,,0.0135,3.043,14.90506137
3/6/17,Bonaire,MWW,Reef Scientifico,3,BhW,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,4,1,,0.0107,2.916,0.609523862
3/6/17,Bonaire,MWW,Reef Scientifico,3,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,18,2,,0.0127,3.1581,116.9714354
3/6/17,Bonaire,MWW,Reef Scientifico,3,YhW,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,8,2,,0.01,3.13,6.709214228
3/6/17,Bonaire,MWW,Reef Scientifico,3,TrF,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,30,1,,0.004,2.865,68.23581548
3/6/17,Bonaire,MWW,Reef Scientifico,3,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,14,2,,0.0135,3.043,41.49553622
3/6/17,Bonaire,MWW,Reef Scientifico,3,ToM,Tomate,Haemulton aurolineatum,Haemulidae,Carnivores,14,1,,0.01479,2.99,39.52674033
3/6/17,Bonaire,MWW,Reef Scientifico,3,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,16,1,,0.01259,2.99,50.15849283
3/6/17,Bonaire,MWW,Reef Scientifico,3,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,15,2,,0.0127,3.1581,65.7684378
3/6/17,Bonaire,MWW,Reef Scientifico,3,BlB,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,12,1,,0.111,2.72,95.6524213
3/6/17,Bonaire,MWW,Reef Scientifico,3,ReH,Red Hind,Epinephelus guttatus,Serranidae,Carnivores,22,2,,0.01122,3.04,135.1941211
3/6/17,Bonaire,MWW,Reef Scientifico,3,CoN,Coney,Cephalopholis fulva,Serranidae,Carnivores,12,1,,0.0175,3,30.24
3/6/17,Bonaire,MWW,Reef Scientifico,4,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,21,1,,0.0074,3.237,141.0118391
3/6/17,Bonaire,MWW,Reef Scientifico,4,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,28,1,,0.0074,3.237,357.8345471
3/6/17,Bonaire,MWW,Reef Scientifico,4,BlG,Blue Stripped Grunt,Haemulon sciurus,Haemulidae,Carnivores,24,1,,0.0194,2.9996,267.8448933
3/6/17,Bonaire,MWW,Reef Scientifico,4,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,26,1,,0.0194,2.9779,317.2859658
3/6/17,Bonaire,MWW,Reef Scientifico,4,Jack,Horse-eye Jack,Caranx latus,Carangidae,Carnivores,35,3,,0.0674,2.668,887.632998
3/6/17,Bonaire,MWW,Reef Scientifico,4,ReH,Red Hind,Epinephelus guttatus,Serranidae,Carnivores,12,1,,0.01122,3.04,21.41429814
3/6/17,Bonaire,MWW,Reef Scientifico,4,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,15,2,,0.0127,3.1581,65.7684378
3/6/17,Bonaire,MWW,Reef Scientifico,4,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,14,1,,0.01259,2.99,33.64717111
3/6/17,Bonaire,MWW,Reef Scientifico,4,TrF,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,30,1,,0.004,2.865,68.23581548
3/6/17,Bonaire,MWW,Reef Scientifico,4,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,18,1,,0.0135,3.0439,89.38358035
3/6/17,Bonaire,MWW,Reef Scientifico,4,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,26,1,,0.0194,2.9779,317.2859658
3/6/17,Bonaire,MWW,Reef Scientifico,4,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,15,2,,0.0135,3.043,51.18933289
3/6/17,Bonaire,MWW,Reef Scientifico,4,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,29,2,,0.0074,3.237,400.8796762
3/6/17,Bonaire,MWW,Reef Scientifico,4,ReH,Red Hind,Epinephelus guttatus,Serranidae,Carnivores,12,1,,0.01122,3.04,21.41429814
3/6/17,Bonaire,MWW,Reef Scientifico,4,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,14,1,,0.0127,3.1581,52.89208296
3/6/17,Bonaire,MWW,Reef Scientifico,4,sqf,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,12,1,,0.0115,2.89,15.1192985
3/6/17,Bonaire,MWW,Reef Scientifico,4,YfM,Yellowfin Mojarra,Gerres cinereus,Gerreidae,Carnivores,15,1,,0.01148,3.07,46.83192972
3/6/17,Bonaire,MWW,Reef Scientifico,4,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,12,1,,0.0135,3.043,25.95866179
3/6/17,Bonaire,MWW,Reef Scientifico,4,TaR,Tarpon,Megalops atlanticus,Megalopidae,Carnivores,70,1,,0.00794,2.98,2501.57001
3/6/17,Bonaire,MWW,Reef Scientifico,4,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,16,1,,0.0194,2.9779,74.7395754
3/6/17,Bonaire,MWW,Reef Scientifico,4,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,12,1,,0.0127,3.1581,32.50618585
3/6/17,Bonaire,MWW,Reef Scientifico,4,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,12,1,,0.01259,2.99,21.2215771
3/6/17,Bonaire,MWW,Reef Scientifico,5,Jack,Horse-eye Jack,Caranx latus,Carangidae,Carnivores,35,4,,0.0674,2.668,887.632998
3/6/17,Bonaire,MWW,Reef Scientifico,5,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,12,1,,0.0135,3.0439,26.01678113
3/6/17,Bonaire,MWW,Reef Scientifico,5,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,23,1,,0.0135,3.0439,188.4938255
3/6/17,Bonaire,MWW,Reef Scientifico,5,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,20,1,,0.0429,2.719,147.8964843
3/6/17,Bonaire,MWW,Reef Scientifico,5,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,19,1,,0.0194,2.9779,124.6815171
3/6/17,Bonaire,MWW,Reef Scientifico,5,BlB,Blackbar soldierfish,Myripristis jacobus ,Holocentridae,Carnivores,13,1,,0.111,2.72,118.9183561
3/6/17,Bonaire,MWW,Reef Scientifico,5,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,22,1,,0.0135,3.0439,164.6395486
3/6/17,Bonaire,MWW,Reef Scientifico,5,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,14,1,,0.01259,2.99,33.64717111
3/6/17,Bonaire,MWW,Reef Scientifico,5,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,10,1,,0.0135,3.0439,14.93598155
3/6/17,Bonaire,MWW,Reef Scientifico,5,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,10,1,,0.00977,3.14,13.48635427
3/6/17,Bonaire,MWW,Reef Scientifico,5,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,14,3,,0.00977,3.14,38.791502
3/6/17,Bonaire,MWW,Reef Scientifico,5,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,24,1,,0.0074,3.237,217.2578659
3/6/17,Bonaire,MWW,Reef Scientifico,5,whf,Whitespotted Filefish,Cantherhines macrocerus,Monacanthidae,Carnivores,12,1,,0.0562,2.6534,41.04269156
3/6/17,Bonaire,MWW,Reef Scientifico,5,YhW,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,10,1,,0.01,3.13,13.48962883
3/6/17,Bonaire,MWW,Reef Scientifico,5,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,12,1,,0.0194,2.9779,31.73186241
3/6/17,Bonaire,MWW,Reef Scientifico,5,SgM,Sergeant Major,Abudefduf saxatilis,Pomacentridae,Carnivores,8,5,,0.0227,3.142,15.61473422
3/6/17,Bonaire,MWW,Reef Scientifico,5,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,16,2,,0.00977,3.14,58.9971876
3/6/17,Bonaire,MWW,Reef Scientifico,6,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,19,1,,0.0429,2.719,128.6436439
3/6/17,Bonaire,MWW,Reef Scientifico,6,BlG,Blue Stripped Grunt,Haemulon sciurus,Haemulidae,Carnivores,22,1,,0.0194,2.9996,206.3159497
3/6/17,Bonaire,MWW,Reef Scientifico,6,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,18,1,,0.0135,3.0439,89.38358035
3/6/17,Bonaire,MWW,Reef Scientifico,6,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,20,1,,0.0135,3.0439,123.1796519
3/6/17,Bonaire,MWW,Reef Scientifico,6,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,14,1,,0.0127,3.1581,52.89208296
3/6/17,Bonaire,MWW,Reef Scientifico,6,SpH,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,8,1,,0.0144,3.0532,8.235250999
3/6/17,Bonaire,MWW,Reef Scientifico,6,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,12,2,,0.0074,3.237,23.04312699
3/6/17,Bonaire,MWW,Reef Scientifico,6,FrA,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,18,1,,0.203,3.126,1704.03256
3/6/17,Bonaire,MWW,Reef Scientifico,6,FrA,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,26,1,,0.203,3.126,5379.014607
3/6/17,Bonaire,MWW,Reef Scientifico,6,4EB,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,8,2,,0.022,3.1897,16.71124523
3/6/17,Bonaire,MWW,Reef Scientifico,6,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,13,1,,0.0135,3.043,33.11794569
3/6/17,Bonaire,MWW,Reef Scientifico,6,PuD,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,23,1,,0.0131,3.038,179.556223
3/6/17,Bonaire,MWW,Reef Scientifico,6,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,13,1,,0.0135,3.0439,33.19448526
3/6/17,Bonaire,MWW,Reef Scientifico,7,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,20,1,,0.0074,3.237,120.4109037
3/6/17,Bonaire,MWW,Reef Scientifico,7,BaJ,Bar Jack,Caranx ruber,Carangidae,Carnivores,30,1,,0.0074,3.237,447.3765553
3/6/17,Bonaire,MWW,Reef Scientifico,7,Pud,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,19,1,,0.0131,3.038,100.4904371
3/6/17,Bonaire,MWW,Reef Scientifico,7,YhW,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,8,1,,0.01,3.13,6.709214228
3/6/17,Bonaire,MWW,Reef Scientifico,7,CuS,Cubera Snapper,Lutjanus cyanopterus,Lutjanidae,Carnivores,60,1,,0.0151,3.0601,4171.551299
3/6/17,Bonaire,MWW,Reef Scientifico,7,BaR,Barracuda,Sphyraena barracuda,Sphyraenidae,Carnivores,38,1,,0.005,3.083,371.0588828
3/6/17,Bonaire,MWW,Reef Scientifico,7,MgS,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,19,1,,0.0429,2.719,128.6436439
3/6/17,Bonaire,MWW,Reef Scientifico,7,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,14,2,,0.0127,3.1581,52.89208296
3/6/17,Bonaire,MWW,Reef Scientifico,7,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,16,1,,0.0127,3.1581,80.63712555
3/6/17,Bonaire,MWW,Reef Scientifico,7,TrF,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,24,1,,0.004,2.865,36.00519761
3/6/17,Bonaire,MWW,Reef Scientifico,7,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,14,1,,0.00977,3.14,38.791502
3/6/17,Bonaire,MWW,Reef Scientifico,7,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,25,1,,0.0135,3.0439,242.9536124
3/6/17,Bonaire,MWW,Reef Scientifico,7,GrB,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,20,2,,0.0135,3.0439,123.1796519
3/6/17,Bonaire,MWW,Reef Scientifico,7,SmG,Smallmouth Grunt,Haemulon chrysargyreum,Haemulidae,Carnivores,12,1,,0.01259,2.99,21.2215771
3/6/17,Bonaire,MWW,Reef Scientifico,7,whf,Whitespotted Filefish,Cantherhines macrocerus,Monacanthidae,Carnivores,19,1,,0.0562,2.6534,138.9252287
3/6/17,Bonaire,MWW,Reef Scientifico,7,CrF,Creole Fish,Paranthias furcifer,Serranidae,Carnivores,18,1,,0.0135,3.043,89.15136592
3/6/17,Bonaire,MWW,Reef Scientifico,7,SpH,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,20,1,,0.0144,3.0532,135.1037099
3/6/17,Bonaire,MWW,Reef Scientifico,7,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,32,1,,0.0194,2.9779,588.8271824
3/6/17,Bonaire,MWW,Reef Scientifico,7,ham,Hamlet spp.,Hypoplectrus puella,Serranidae,Carnivores,8,1,,0.009,3.04,5.007674247
3/6/17,Bonaire,MWW,Reef Scientifico,7,FrG,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,13,1,,0.0127,3.1581,41.85508439
3/6/17,Bonaire,MWW,Reef Scientifico,7,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,18,3,,0.00977,3.14,85.39849749
3/6/17,Bonaire,MWW,Reef Scientifico,7,GtF,Goatfish,Mulloidichthys martinicus,Mullidae,Carnivores,13,3,,0.00977,3.14,30.7380767
3/6/17,Bonaire,MWW,Reef Scientifico,7,ScH,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,18,1,,0.0194,2.9779,106.1396675
