Date,Island,Site,Surveyor,Transect,Species Code,Common name,Species,Family,Functional Group,Length,Number,Phase,a,b,Biomass
3/7/17,Bonaire,Bachelor,REB,1,4eb,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,7,3,,0.022,3.1897,10.91520506
3/7/17,Bonaire,Bachelor,MWW,5,4eb,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,7,7,,0.022,3.1897,10.91520506
3/7/17,Bonaire,Bachelor,MWW,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,8,1,j,0.025,2.9214,10.86993874
3/7/17,Bonaire,Bachelor,MWW,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,8,1,j,0.025,2.9214,10.86993874
3/7/17,Bonaire,Bachelor,REB,3,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,9,1,,0.0135,3.0439,10.83808476
3/7/17,Bonaire,Bachelor,REB,4,sqf,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,9,1,,0.01585,2.97,10.81756515
3/7/17,Bonaire,Bachelor,REB,4,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,7,1,,0.0415,2.8346,10.31722735
3/7/17,Bonaire,Bachelor,MWW,2,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,9,1,,0.01,3.13,9.7001635
3/7/17,Bonaire,Bachelor,MWW,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,8,2,j,0.0335,2.7086,9.357381711
3/7/17,Bonaire,Bachelor,MWW,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,8,1,j,0.0335,2.7086,9.357381711
3/7/17,Bonaire,Bachelor,MWW,3,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,8,1,,0.0135,3.0439,7.572676072
3/7/17,Bonaire,Bachelor,REB,5,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,8,1,,0.01,3.13,6.709214228
3/7/17,Bonaire,Bachelor,MWW,1,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,8,1,,0.01,3.13,6.709214228
3/7/17,Bonaire,Bachelor,MWW,3,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,8,2,,0.01,3.13,6.709214228
3/7/17,Bonaire,Bachelor,MWW,3,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,8,1,,0.01,3.13,6.709214228
3/7/17,Bonaire,Bachelor,MWW,5,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,8,1,,0.01,3.13,6.709214228
3/7/17,Bonaire,Bachelor,MWW,3,4eb,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,6,1,,0.022,3.1897,6.675621799
3/7/17,Bonaire,Bachelor,REB,1,blt,Blue Tang,Acanthurus coeruleus,Acanthuridae,Herbivores,6,1,,0.0415,2.8346,6.664930592
3/7/17,Bonaire,Bachelor,REB,2,bdb,Banded Butterflyfish,Chaetodan striatus,Chaetodontidae,Carnivores,6,1,,0.0222,3.1395,6.156853574
3/7/17,Bonaire,Bachelor,MWW,2,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,8,1,j,0.0046,3.4291,5.748356656
3/7/17,Bonaire,Bachelor,REB,5,sqf,Squirrel Fish,Holocentrus adsensionis,Holocentridae,Carnivores,7,1,,0.01585,2.97,5.128264839
3/7/17,Bonaire,Bachelor,MWW,1,trum,Trumpet Fish,Aulostomus maculatus,Aulostomidae,Carnivores,21,1,,0.0001,3.554,5.002272813
3/7/17,Bonaire,Bachelor,MWW,1,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,7,6,,0.01479,2.98,4.879331593
3/7/17,Bonaire,Bachelor,MWW,2,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,7,40,,0.01479,2.98,4.879331593
3/7/17,Bonaire,Bachelor,MWW,7,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,8,3,,0.00891,3.01,4.657775637
3/7/17,Bonaire,Bachelor,REB,4,4eb,Foureye Butterflyfish,Chaetodon capistratus,Chaetodontidae,Carnivores,5,2,,0.022,3.1897,3.731876849
3/7/17,Bonaire,Bachelor,MWW,3,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,80,,0.01479,2.98,3.082186402
3/7/17,Bonaire,Bachelor,MWW,4,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,60,,0.01479,2.98,3.082186402
3/7/17,Bonaire,Bachelor,MWW,5,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,60,,0.01479,2.98,3.082186402
3/7/17,Bonaire,Bachelor,MWW,5,blc,Blue Chromis,Chromis cyanea,Pomacentridae,Planktivore,6,10,,0.01479,2.98,3.082186402
3/7/17,Bonaire,Bachelor,MWW,7,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,50,,0.01479,2.98,3.082186402
3/7/17,Bonaire,Bachelor,MWW,3,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
3/7/17,Bonaire,Bachelor,MWW,7,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
3/7/17,Bonaire,Bachelor,MWW,1,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,5,6,,0.00891,3.01,1.131820139
3/7/17,Bonaire,Bachelor,MWW,7,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,5,5,,0.00891,3.01,1.131820139
3/8/17,Bonaire,Barcadera,MWW,3,porq,Porcupinefish,Diodon hystrix,Diodontidae,Carnivores,45,1,,0.06607,2.84,3274.370704
3/8/17,Bonaire,Barcadera,REB,4,blm,Black Margate,Anisotremus surinamensis,Haemulidae,Carnivores,45,1,,0.0059,3.3916,2387.193226
3/8/17,Bonaire,Barcadera,REB,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,47,1,T,0.025,2.9214,1917.814911
3/8/17,Bonaire,Barcadera,REB,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,45,1,T,0.025,2.9214,1689.020989
3/8/17,Bonaire,Barcadera,REB,4,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,45,3,,0.0074,3.237,1662.189853
3/8/17,Bonaire,Barcadera,REB,3,blm,Black Margate,Anisotremus surinamensis,Haemulidae,Carnivores,40,1,,0.0059,3.3916,1601.027082
3/8/17,Bonaire,Barcadera,REB,3,spm,Spotted Moray,Gymnothorax moringa,Muraenidae,Carnivores,100,1,,0.00091,3.12,1581.398754
3/8/17,Bonaire,Barcadera,REB,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,43,1,T,0.025,2.9214,1478.954301
3/8/17,Bonaire,Barcadera,REB,4,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,43,1,,0.0074,3.237,1434.726468
3/8/17,Bonaire,Barcadera,MWW,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,42,1,t,0.025,2.9214,1380.70369
3/8/17,Bonaire,Barcadera,MWW,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,42,1,t,0.025,2.9214,1380.70369
3/8/17,Bonaire,Barcadera,REB,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,41,1,T,0.025,2.9214,1286.846565
3/8/17,Bonaire,Barcadera,REB,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,40,1,T,0.025,2.9214,1197.28645
3/8/17,Bonaire,Barcadera,REB,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,40,1,T,0.025,2.9214,1197.28645
3/8/17,Bonaire,Barcadera,MWW,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,40,1,t,0.025,2.9214,1197.28645
3/8/17,Bonaire,Barcadera,MWW,1,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,40,1,,0.0194,2.9779,1144.395597
3/8/17,Bonaire,Barcadera,MWW,3,porq,Porcupinefish,Diodon hystrix,Diodontidae,Carnivores,31,1,,0.06607,2.84,1136.243776
3/8/17,Bonaire,Barcadera,REB,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,38,1,T,0.025,2.9214,1030.67041
3/8/17,Bonaire,Barcadera,MWW,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,38,1,t,0.025,2.9214,1030.67041
3/8/17,Bonaire,Barcadera,MWW,4,blm,Black Margate,Anisotremus surinamensis,Haemulidae,Carnivores,35,5,,0.0059,3.3916,1017.91893
3/8/17,Bonaire,Barcadera,MWW,5,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,38,1,,0.0194,2.9779,982.2890488
3/8/17,Bonaire,Barcadera,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,36,1,T,0.025,2.9214,880.079965
3/8/17,Bonaire,Barcadera,REB,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,36,1,T,0.025,2.9214,880.079965
3/8/17,Bonaire,Barcadera,REB,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,36,1,T,0.025,2.9214,880.079965
3/8/17,Bonaire,Barcadera,MWW,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,36,1,,0.025,2.9214,880.079965
3/8/17,Bonaire,Barcadera,MWW,2,fra,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,30,1,,0.0203,3.1264,842.4961573
3/8/17,Bonaire,Barcadera,MWW,5,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,38,1,,0.0405,2.718,796.7220537
3/8/17,Bonaire,Barcadera,MWW,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,34,1,t,0.025,2.9214,744.73629
3/8/17,Bonaire,Barcadera,MWW,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,35,1,,0.0405,2.718,637.1357405
3/8/17,Bonaire,Barcadera,REB,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,1,I,0.025,2.9214,623.8571478
3/8/17,Bonaire,Barcadera,MWW,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,1,t,0.025,2.9214,623.8571478
3/8/17,Bonaire,Barcadera,MWW,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,32,1,t,0.025,2.9214,623.8571478
3/8/17,Bonaire,Barcadera,REB,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,1,T,0.025,2.9214,623.8571478
3/8/17,Bonaire,Barcadera,MWW,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,1,t,0.025,2.9214,623.8571478
3/8/17,Bonaire,Barcadera,MWW,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,1,t,0.025,2.9214,623.8571478
3/8/17,Bonaire,Barcadera,MWW,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,32,1,t,0.025,2.9214,623.8571478
3/8/17,Bonaire,Barcadera,MWW,4,blm,Black Margate,Anisotremus surinamensis,Haemulidae,Carnivores,30,5,,0.0059,3.3916,603.4710756
3/8/17,Bonaire,Barcadera,REB,4,con,Coney,Cephalopholis fulva,Serranidae,Carnivores,32,1,,0.0175,3,573.44
3/8/17,Bonaire,Barcadera,REB,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,31,1,I,0.025,2.9214,568.5963416
3/8/17,Bonaire,Barcadera,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,31,1,T,0.025,2.9214,568.5963416
3/8/17,Bonaire,Barcadera,MWW,7,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,31,1,t,0.025,2.9214,568.5963416
3/8/17,Bonaire,Barcadera,REB,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,1,I,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,MWW,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,1,t,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,MWW,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,1,i,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,MWW,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,1,t,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,MWW,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,30,2,t,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,REB,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,1,T,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,MWW,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,1,t,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,MWW,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,30,1,t,0.025,2.9214,516.6566721
3/8/17,Bonaire,Barcadera,MWW,7,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,32,1,,0.0405,2.718,499.4047449
3/8/17,Bonaire,Barcadera,REB,6,sms,Schoolmaster,Lutjanus apodus,Lutjanidae,Carnivores,30,1,,0.0194,2.9779,485.8711523
3/8/17,Bonaire,Barcadera,MWW,3,rtp,Redtail Parrotfish,Sparisoma chrysopterum,Scaridae,Herbivores,30,1,,0.0099,3.1708,477.8496465
3/8/17,Bonaire,Barcadera,MWW,7,fra,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,25,1,,0.0203,3.1264,476.4481896
3/8/17,Bonaire,Barcadera,REB,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,29,1,I,0.025,2.9214,467.9392986
3/8/17,Bonaire,Barcadera,REB,1,osf,Orangespotted Filefish,Cantherhines pullus,Monacanthidae,Omnivores,31,1,,0.0684,2.5632,454.6889452
3/8/17,Bonaire,Barcadera,REB,6,porq,Porcupinefish,Diodon hystrix,Diodontidae,Carnivores,22,1,,0.06607,2.84,429.0270946
3/8/17,Bonaire,Barcadera,REB,6,ytp,Yellowtail parrotfish,Sparisoma rubiprinne,Scaridae,Herbivores,28,1,T,0.0156,3.0641,423.9957684
3/8/17,Bonaire,Barcadera,REB,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,28,1,I,0.025,2.9214,422.3451209
3/8/17,Bonaire,Barcadera,REB,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,28,1,I,0.025,2.9214,422.3451209
3/8/17,Bonaire,Barcadera,MWW,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,28,1,t,0.025,2.9214,422.3451209
3/8/17,Bonaire,Barcadera,REB,5,fra,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,24,1,,0.0203,3.1264,419.3614102
3/8/17,Bonaire,Barcadera,MWW,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,32,1,t,0.0335,2.7086,399.8471808
3/8/17,Bonaire,Barcadera,MWW,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,28,1,,0.0405,2.718,347.4005906
3/8/17,Bonaire,Barcadera,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,26,1,I,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,REB,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,26,1,T,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,MWW,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,26,1,t,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,MWW,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,26,1,i,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,MWW,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,26,1,t,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,MWW,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,26,2,t,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,MWW,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,26,1,i,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,MWW,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,26,1,t,0.025,2.9214,340.1285968
3/8/17,Bonaire,Barcadera,MWW,3,blm,Black Margate,Anisotremus surinamensis,Haemulidae,Carnivores,25,1,,0.0059,3.3916,325.1661621
3/8/17,Bonaire,Barcadera,MWW,4,blm,Black Margate,Anisotremus surinamensis,Haemulidae,Carnivores,25,5,,0.0059,3.3916,325.1661621
3/8/17,Bonaire,Barcadera,REB,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,1,I,0.025,2.9214,303.3066623
3/8/17,Bonaire,Barcadera,MWW,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,1,i,0.025,2.9214,303.3066623
3/8/17,Bonaire,Barcadera,MWW,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,1,t,0.025,2.9214,303.3066623
3/8/17,Bonaire,Barcadera,MWW,7,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,25,2,,0.025,2.9214,303.3066623
3/8/17,Bonaire,Barcadera,MWW,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,25,1,i,0.025,2.9214,303.3066623
3/8/17,Bonaire,Barcadera,REB,3,sph,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,26,1,,0.0144,3.0532,300.9948869
3/8/17,Bonaire,Barcadera,MWW,1,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,26,1,,0.0074,3.237,281.5142913
3/8/17,Bonaire,Barcadera,MWW,2,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,26,1,,0.0074,3.237,281.5142913
3/8/17,Bonaire,Barcadera,MWW,5,baj,Bar Jack,Caranx ruber,Carangidae,Carnivores,26,1,,0.0074,3.237,281.5142913
3/8/17,Bonaire,Barcadera,REB,5,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,28,1,T,0.0335,2.7086,278.4947745
3/8/17,Bonaire,Barcadera,MWW,7,grb,Graysby,Cephalopholis cruentata,Serranidae,Carnivores,26,1,,0.0135,3.0439,273.760725
3/8/17,Bonaire,Barcadera,REB,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,1,T,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,1,I,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,1,t,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,1,i,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,24,1,i,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,REB,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,I,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,REB,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,I,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,i,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,i,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,i,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,7,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,2,,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,MWW,7,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,24,1,i,0.025,2.9214,269.2087244
3/8/17,Bonaire,Barcadera,REB,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,2,I,0.025,2.9214,237.7342251
3/8/17,Bonaire,Barcadera,REB,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,1,I,0.025,2.9214,237.7342251
3/8/17,Bonaire,Barcadera,REB,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,1,I,0.025,2.9214,237.7342251
3/8/17,Bonaire,Barcadera,MWW,1,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,2,i,0.025,2.9214,237.7342251
3/8/17,Bonaire,Barcadera,MWW,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,23,1,i,0.025,2.9214,237.7342251
3/8/17,Bonaire,Barcadera,MWW,7,fra,French Angelfish,Pomacanthus paru,Pomacanthidae,Carnivores,20,1,,0.0203,3.1264,237.1571466
3/8/17,Bonaire,Barcadera,REB,1,sph,Spanish Hogfish,Bodianus rufus,Labridae,Carnivores,24,1,,0.0144,3.0532,235.7346675
3/8/17,Bonaire,Barcadera,REB,4,rtp,Redtail Parrotfish,Sparisoma chrysopterum,Scaridae,Herbivores,24,1,T,0.0099,3.1708,235.5098088
3/8/17,Bonaire,Barcadera,REB,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,26,1,T,0.0335,2.7086,227.8461095
3/8/17,Bonaire,Barcadera,REB,1,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,23,1,,0.0429,2.719,216.2695011
3/8/17,Bonaire,Barcadera,REB,5,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,1,I,0.025,2.9214,208.7822764
3/8/17,Bonaire,Barcadera,MWW,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,1,i,0.025,2.9214,208.7822764
3/8/17,Bonaire,Barcadera,MWW,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,1,i,0.025,2.9214,208.7822764
3/8/17,Bonaire,Barcadera,MWW,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,22,2,i,0.025,2.9214,208.7822764
3/8/17,Bonaire,Barcadera,REB,4,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,1,I,0.025,2.9214,208.7822764
3/8/17,Bonaire,Barcadera,MWW,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,22,1,i,0.025,2.9214,208.7822764
3/8/17,Bonaire,Barcadera,MWW,3,bsg,Bluestriped Grunt,Haemulon sciurus,Haemulidae,Carnivores,22,1,,0.0194,2.9996,206.3159497
3/8/17,Bonaire,Barcadera,MWW,6,bsg,Bluestriped Grunt,Haemulon sciurus,Haemulidae,Carnivores,22,1,,0.0194,2.9996,206.3159497
3/8/17,Bonaire,Barcadera,REB,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,25,1,T,0.0335,2.7086,204.8826178
3/8/17,Bonaire,Barcadera,REB,6,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,22,1,,0.0429,2.719,191.6481191
3/8/17,Bonaire,Barcadera,MWW,2,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,22,1,,0.0429,2.719,191.6481191
3/8/17,Bonaire,Barcadera,REB,1,frg,French Grunt,Haemulon flavolineatum,Haemulidae,Carnivores,21,1,,0.0127,3.1581,190.3287852
3/8/17,Bonaire,Barcadera,MWW,4,csg,Caesar Grunt,Haemulon carbonarium,Haemulidae,Carnivores,22,1,,0.0147,3.0559,186.0487708
3/8/17,Bonaire,Barcadera,REB,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,1,T,0.0335,2.7086,183.4361709
3/8/17,Bonaire,Barcadera,REB,2,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,2,T,0.0335,2.7086,183.4361709
3/8/17,Bonaire,Barcadera,REB,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,1,T,0.0335,2.7086,183.4361709
3/8/17,Bonaire,Barcadera,REB,4,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,1,T,0.0335,2.7086,183.4361709
3/8/17,Bonaire,Barcadera,MWW,1,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,2,t,0.0335,2.7086,183.4361709
3/8/17,Bonaire,Barcadera,MWW,3,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,24,1,t,0.0335,2.7086,183.4361709
3/8/17,Bonaire,Barcadera,MWW,1,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,21,2,i,0.025,2.9214,182.2516447
3/8/17,Bonaire,Barcadera,MWW,6,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,21,1,i,0.025,2.9214,182.2516447
3/8/17,Bonaire,Barcadera,MWW,3,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,21,1,i,0.025,2.9214,182.2516447
3/8/17,Bonaire,Barcadera,MWW,6,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,21,1,i,0.025,2.9214,182.2516447
3/8/17,Bonaire,Barcadera,REB,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Lutjanidae,Carnivores,22,2,,0.0405,2.718,180.3681578
3/8/17,Bonaire,Barcadera,MWW,3,mgs,Mahogany Snapper,Lutjanus mahogoni,Lutjanidae,Carnivores,21,1,,0.0429,2.719,168.877408
3/8/17,Bonaire,Barcadera,REB,3,inl,Inshore Lizardfish,Synodus foetens,Synodontidae,Carnivores,28,1,,0.0038,3.21,167.9426019
3/8/17,Bonaire,Barcadera,MWW,4,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,21,1,t,0.0147,3.0548,160.8543597
3/8/17,Bonaire,Barcadera,REB,4,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,20,1,I,0.025,2.9214,158.040734
3/8/17,Bonaire,Barcadera,MWW,2,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,20,1,i,0.025,2.9214,158.040734
3/8/17,Bonaire,Barcadera,MWW,3,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,20,1,i,0.025,2.9214,158.040734
3/8/17,Bonaire,Barcadera,REB,2,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,20,1,I,0.025,2.9214,158.040734
3/8/17,Bonaire,Barcadera,REB,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,20,1,I,0.025,2.9214,158.040734
3/8/17,Bonaire,Barcadera,REB,5,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,20,1,I,0.025,2.9214,158.040734
