Date,Time,Diver,Island,Site,Follow Number,Species Code,Species,Phase,Length.cm,Follow.sec,Min,Sec,Activity Code,Activity,Bites,Initiator,Competitor Code,Competitor Species,Competitor Size,Competitor Phase,Time.sec,Time Fraction,a,b,Weight.g
8/15/17,10:00,MWW,Antigua,Rendezvous,16,rbp,Sparisoma aurofrenatum,t,25,120,1,56,s,swim,,,,#N/A,,,4,0.033333333,0.0046,3.4291,286.0447067
8/15/17,10:00,MWW,Antigua,Rendezvous,16,rbp,Sparisoma aurofrenatum,t,25,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0046,3.4291,286.0447067
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,0,0,s,swim,,1,rbp,Sparisoma aurofrenatum,25,t,38,0.316666667,0.0046,3.4291,248.6796232
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,0,38,c,cleaned,,,,#N/A,,,11,0.091666667,0.0046,3.4291,248.6796232
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,0,49,s,swim,,,,#N/A,,,31,0.258333333,0.0046,3.4291,248.6796232
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,1,20,g,graze,3,,,#N/A,,,5,0.041666667,0.0046,3.4291,248.6796232
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,1,25,s,swim,,,,#N/A,,,19,0.158333333,0.0046,3.4291,248.6796232
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,1,44,g,graze,2,,,#N/A,,,6,0.05,0.0046,3.4291,248.6796232
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,1,50,s,swim,,,,#N/A,,,10,0.083333333,0.0046,3.4291,248.6796232
8/15/17,10:00,MWW,Antigua,Rendezvous,17,rbp,Sparisoma aurofrenatum,t,24,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0046,3.4291,248.6796232
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,0,s,swim,,,,#N/A,,,17,0.141666667,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,17,g,graze,3,,,#N/A,,,3,0.025,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,20,s,swim,,,,#N/A,,,7,0.058333333,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,27,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,28,s,swim,,,,#N/A,,,10,0.083333333,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,38,g,graze,4,,,#N/A,,,3,0.025,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,41,s,swim,,,,#N/A,,,12,0.1,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,53,g,graze,4,,,#N/A,,,3,0.025,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,0,56,s,swim,,,,#N/A,,,20,0.166666667,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,1,16,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,1,17,s,swim,,,,#N/A,,,43,0.358333333,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,1,qup,Scarus vetula,i,27,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.03,299.8549978
8/15/17,11:30,MWW,Antigua,Windward,2,qup,Scarus vetula,t,39,120,0,0,s,swim,,1,qup,Scarus vetula,35,i,120,1,0.0138,3.03,913.7025684
8/15/17,11:30,MWW,Antigua,Windward,2,qup,Scarus vetula,t,39,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.03,913.7025684
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,0,0,g,graze,3,,,#N/A,,,5,0.041666667,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,0,5,s,swim,,,,#N/A,,,35,0.291666667,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,0,40,g,graze,4,,,#N/A,,,6,0.05,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,0,46,s,swim,,,,#N/A,,,9,0.075,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,0,55,g,graze,4,,,#N/A,,,9,0.075,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,1,4,s,swim,,,,#N/A,,,16,0.133333333,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,1,20,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,1,21,s,swim,,,,#N/A,,,22,0.183333333,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,1,43,g,graze,2,,,#N/A,,,4,0.033333333,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,1,47,s,swim,,,,#N/A,,,7,0.058333333,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,1,54,g,graze,4,,,#N/A,,,6,0.05,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,3,rbp,Sparisoma aurofrenatum,i,17,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0046,3.4291,76.22373542
8/15/17,11:30,MWW,Antigua,Windward,4,qup,Scarus vetula,i,36,120,0,0,s,swim,,,,#N/A,,,32,0.266666667,0.0138,3.03,716.9282004
8/15/17,11:30,MWW,Antigua,Windward,4,qup,Scarus vetula,i,36,120,0,32,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,716.9282004
8/15/17,11:30,MWW,Antigua,Windward,4,qup,Scarus vetula,i,36,120,0,33,a,#N/A,,,,#N/A,,,77,0.641666667,0.0138,3.03,716.9282004
8/15/17,11:30,MWW,Antigua,Windward,4,qup,Scarus vetula,i,36,120,1,50,g,graze,5,,,#N/A,,,10,0.083333333,0.0138,3.03,716.9282004
8/15/17,11:30,MWW,Antigua,Windward,4,qup,Scarus vetula,i,36,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.03,716.9282004
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,0,0,s,swim,,,,#N/A,,,10,0.083333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,0,10,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,0,11,s,swim,,,,#N/A,,,32,0.266666667,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,0,43,g,graze,8,,,#N/A,,,9,0.075,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,0,52,s,swim,,,,#N/A,,,9,0.075,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,1,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,2,s,swim,,,,#N/A,,,10,0.083333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,12,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,13,s,swim,,,,#N/A,,,3,0.025,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,16,g,graze,6,,,#N/A,,,13,0.108333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,29,s,swim,,,,#N/A,,,10,0.083333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,39,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,40,s,swim,,,,#N/A,,,5,0.041666667,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,45,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,46,s,swim,,,,#N/A,,,4,0.033333333,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,50,g,graze,11,,,#N/A,,,8,0.066666667,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,1,58,s,swim,,,,#N/A,,,2,0.016666667,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,5,qup,Scarus vetula,i,35,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,6,stop,Sparisoma viride,i,30,120,0,0,s,swim,,,,#N/A,,,22,0.183333333,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,6,stop,Sparisoma viride,i,30,120,0,22,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,6,stop,Sparisoma viride,i,30,120,0,23,s,swim,,,,#N/A,,,95,0.791666667,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,6,stop,Sparisoma viride,i,30,120,1,58,g,graze,2,,,#N/A,,,2,0.016666667,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,6,stop,Sparisoma viride,i,30,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,7,qup,Scarus vetula,i,35,90,0,0,s,swim,,,,#N/A,,,90,1,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,7,qup,Scarus vetula,i,35,90,1,30,e,end,,,,#N/A,,,-90,-1,0.0138,3.03,658.2718155
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,0,0,s,swim,,,,#N/A,,,16,0.133333333,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,0,16,g,graze,4,,,#N/A,,,10,0.083333333,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,0,26,s,swim,,,,#N/A,,,10,0.083333333,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,0,36,c,cleaned,,,,#N/A,,,14,0.116666667,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,0,50,s,swim,,,,#N/A,,,16,0.133333333,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,1,6,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,1,7,s,swim,,,,#N/A,,,3,0.025,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,1,10,g,graze,4,,,#N/A,,,15,0.125,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,1,25,g,graze,4,,,#N/A,,,14,0.116666667,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,1,39,s,swim,,,,#N/A,,,21,0.175,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,8,stop,Sparisoma viride,i,34,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.04,624.5611905
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,0,0,s,swim,,2,rbp,Sparisoma aurofrenatum,18,i,38,0.316666667,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,0,38,c,cleaned,,,,#N/A,,,6,0.05,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,0,44,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,0,45,s,swim,,2,sgm,Abudefduf saxatilis,,,27,0.225,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,1,12,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,1,13,s,swim,,,,#N/A,,,5,0.041666667,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,1,18,g,graze,3,,,#N/A,,,5,0.041666667,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,1,23,s,swim,,,,#N/A,,,7,0.058333333,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,1,30,g,graze,4,,,#N/A,,,7,0.058333333,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,1,37,s,swim,,,,#N/A,,,16,0.133333333,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,1,53,g,graze,3,,,#N/A,,,7,0.058333333,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,9,rbp,Sparisoma aurofrenatum,i,18,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0046,3.4291,92.72840271
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,0,0,s,swim,,,,#N/A,,,3,0.025,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,0,3,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,0,4,s,swim,,,,#N/A,,,32,0.266666667,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,0,36,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,0,37,s,swim,,,,#N/A,,,30,0.25,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,7,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,8,s,swim,,,,#N/A,,,8,0.066666667,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,16,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,17,s,swim,,,,#N/A,,,17,0.141666667,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,34,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,35,s,swim,,,,#N/A,,,19,0.158333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,54,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,55,s,swim,,,,#N/A,,,4,0.033333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,1,59,g,graze,1,,,#N/A,,,1,0.008333333,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,10,rbp,Sparisoma aurofrenatum,i,19,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0046,3.4291,111.617375
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,0,s,swim,,,,#N/A,,,3,0.025,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,3,g,graze,2,,,#N/A,,,5,0.041666667,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,8,s,swim,,,,#N/A,,,9,0.075,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,17,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,18,s,swim,,,,#N/A,,,11,0.091666667,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,29,g,graze,2,,,#N/A,,,4,0.033333333,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,33,s,swim,,,,#N/A,,,8,0.066666667,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,41,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,42,s,swim,,,,#N/A,,,9,0.075,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,51,g,graze,2,,,#N/A,,,3,0.025,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,0,54,s,swim,,,,#N/A,,,11,0.091666667,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,1,5,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,1,6,s,swim,,,,#N/A,,,19,0.158333333,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,1,25,g,graze,8,,,#N/A,,,33,0.275,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,1,58,s,swim,,,,#N/A,,,2,0.016666667,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,11,stop,Sparisoma viride,t,38,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.04,875.8328294
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,0,0,s,swim,,,,#N/A,,,10,0.083333333,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,0,10,g,graze,6,,,#N/A,,,8,0.066666667,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,0,18,s,swim,,,,#N/A,,,8,0.066666667,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,0,26,g,graze,12,,,#N/A,,,14,0.116666667,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,0,40,s,swim,,,,#N/A,,,26,0.216666667,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,1,6,g,graze,18,,,#N/A,,,10,0.083333333,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,1,16,s,swim,,2,qup,Scarus vetula,30,i,0,0,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,1,16,s,swim,,2,qup,Scarus vetula,30,i,4,0.033333333,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,1,20,g,graze,30,,,#N/A,,,30,0.25,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,1,50,s,swim,,,,#N/A,,,10,0.083333333,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,12,qup,Scarus vetula,i,17,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.03,73.81409818
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,0,0,s,swim,,,,#N/A,,,40,0.5,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,0,40,g,graze,1,,,#N/A,,,1,0.0125,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,0,41,s,swim,,,,#N/A,,,17,0.2125,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,0,58,g,graze,7,,,#N/A,,,7,0.0875,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,1,5,s,swim,,,,#N/A,,,11,0.1375,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,1,16,g,graze,2,,,#N/A,,,2,0.025,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,1,18,s,swim,,,,#N/A,,,2,0.025,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,13,rbp,Sparisoma aurofrenatum,i,16,80,1,20,e,end,,,,#N/A,,,-80,-1,0.0046,3.4291,61.91639529
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,0,0,s,swim,,,,#N/A,,,5,0.041666667,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,0,5,g,graze,6,,,#N/A,,,10,0.083333333,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,0,15,s,swim,,,,#N/A,,,63,0.525,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,1,18,g,graze,2,,,#N/A,,,4,0.033333333,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,1,22,s,swim,,,,#N/A,,,9,0.075,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,1,31,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,1,32,s,swim,,,,#N/A,,,24,0.2,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,1,56,g,graze,3,,,#N/A,,,4,0.033333333,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,14,stop,Sparisoma viride,i,18,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.04,90.34570307
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,0,0,s,swim,,,,#N/A,,,38,0.316666667,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,0,38,g,graze,1,,,#N/A,,,1,0.008333333,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,0,39,s,swim,,,,#N/A,,,16,0.133333333,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,0,55,g,graze,4,,,#N/A,,,9,0.075,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,1,4,s,swim,,,,#N/A,,,6,0.05,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,1,10,g,graze,9,,,#N/A,,,15,0.125,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,1,25,s,swim,,2,stop,Sparisoma viride,30,i,35,0.291666667,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,15,stop,Sparisoma viride,i,30,120,2,0,e,end,,,,#N/A,,,-120,-1,0.0138,3.04,426.9015196
8/15/17,11:30,MWW,Antigua,Windward,16,stop,Sparisoma viride,i,32,120,0,0,s,swim,,,,#N/A,,,25,0.208333333,0.0138,3.04,519.4395582
8/15/17,11:30,MWW,Antigua,Windward,16,stop,Sparisoma viride,i,32,120,0,25,g,graze,5,,,#N/A,,,14,0.116666667,0.0138,3.04,519.4395582
