"","site","island","species","species_code","phase","n","length_mean","length_se","g_frac_mean","g_frac_median","g_frac_se","br_mean","br_median","br_se","fr_mean","fr_median","fr_se","for_dur_mean","for_dur_median","for_dur_se","for_bites_mean","for_bites_median","for_bites_se","int_tot_mean","int_tot_median","int_tot_se","int_scar_mean","int_scar_median","int_scar_se","int_con_mean","int_con_median","int_con_se","int_hetscar_mean","int_hetscar_median","int_hetscar_se","int_dam_mean","int_dam_median","int_dam_se","tot_bm","tot_bm_se","tot_den","tot_den_se","tot_l","tot_l_se","herb_bm","herb_bm_se","herb_den","herb_den_se","herb_l","herb_l_se","acan_bm","acan_bm_se","acan_den","acan_den_se","acan_l","acan_l_se","scar_bm","scar_bm_se","scar_den","scar_den_se","scar_l","scar_l_se","vir_bm","vir_bm_se","vir_den","vir_den_se","vir_l","vir_l_se","vet_bm","vet_bm_se","vet_den","vet_den_se","vet_l","vet_l_se","aur_bm","aur_bm_se","aur_den","aur_den_se","aur_l","aur_l_se","juv_bm","juv_bm_se","juv_den","juv_den_se","juv_l","juv_l_se","init_bm","init_bm_se","init_den","init_den_se","init_l","init_l_se","term_bm","term_bm_se","term_den","term_den_se","term_l","term_l_se","carn_bm","carn_bm_se","carn_den","carn_den_se","carn_l","carn_l_se","carn30_bm","carn30_bm_se","carn30_den","carn30_den_se","carn30_l","carn30_l_se","cca_cover","cca_cover_se","lc_cover","lc_cover_se","ma_cover","ma_cover_se","ma_canopy","ma_canopy_se","ta_cover","ta_cover_se","ta_canopy","ta_canopy_se","rugosity","rugosity_se","ma_ind","ta_ind","spear_daily","spear_binary","diving","consp_bm","consp_bm_se","consp_den","consp_den_se","consp_l","consp_l_se"
"25","Pallaster East","Barbuda","Sparisoma viride","stop","t",4,27.5,0.957427107756338,0.38124999975,0.3916666665,0.0555251651916515,0.364267785007569,0.322141560798548,0.077518269777264,7.625,7.5,0.554338945652086,19.3541666666667,20.3333333333333,5.37875353435471,5.91666666666667,5.58333333333333,0.82915619758885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729.97999403867,1086.32035573653,167.833333333333,13.4927964320061,7.65574655838225,0.76146046990375,2868.94683961017,465.523901450883,115.666666666667,8.1453804221916,7.1069219180198,0.680998454159139,1565.53917366933,300.338594564417,20,3.80970981688749,14.3009600203718,0.18125673813267,1303.40766594083,183.064271633744,95.6666666666667,10.5751280528102,5.60432963285104,0.472735173638255,578.3668087935,30.7787093276922,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483,57.9860069536667,34.7559155870384,0.833333333333333,0.372677996249965,13.8333333333333,4.53075907302273,550.1822087245,148.394556575957,16,2.8553069498353,8.64433479532164,0.487395141921428,103.5688217185,24.2749001373599,81.8333333333333,10.9208007439422,3.86697459881905,0.254672190898489,755.757315915167,185.028563468645,9.83333333333333,2.24227067451228,15.0328947368421,0.503536661004012,439.269177816667,104.659195706391,2.33333333333333,0.552770798392567,21.6,0.551764845241561,335.727064812,99.806264557235,7.33333333333333,3.42985260454278,13.3705357142857,3.34037872836218,0,0,0,0,NA,NA,0.8,0.374165738677394,5.60740740740741,2.06155613976945,31.8148148148148,4.80527545033946,26.9940158730159,3.59541585562159,11.1037037037037,2.7954352365715,4.03125,0.75065075934152,1.7474,0.126151734034852,858.809616108172,44.7618055555556,1,"No","Low",578.3668087935,30.7787093276922,9.33333333333333,1.40435829552939,11.4735431235431,1.14898382746483
"26","Pallaster Mid","Barbuda","Scarus vetula","qup","i",8,18.375,1.85103735394894,0.294791666625,0.3208333335,0.0682646559663481,1.05237583827859,0.983870967741935,0.108818219684427,16.75,17.5,3.23623458446916,8.56458333333333,7.675,2.62066996897922,7.94583333333333,6.95,1.8778173278215,0.25,0,0.163663417676994,0.125,0,0.125,0.125,0,0.125,0,0,0,0.125,0,0.125,2954.18823644733,267.765127892749,89.5,7.83776470401833,8.93217276284319,0.610994993613432,2354.00075935983,276.120899137908,68.1666666666667,7.67571929311297,9.05947817006395,0.809857013445952,941.433701439,152.38994793779,14.8333333333333,2.19532331205325,12.8683982683983,0.49054307438192,1412.56705792083,147.834236820778,53.3333333333333,7.0267346612776,7.99181207320335,0.722800696888613,469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402,368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828,387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109,80.1765380923333,18.8394446900709,37.1666666666667,6.7113088639003,4.61416655029558,0.306903647527825,811.8232233435,180.526628684791,12.3333333333333,2.16345916429119,14.3254796411318,1.02352792563304,466.030240668333,112.817447819723,3.66666666666667,0.97182531580755,18.9333333333333,0.77746025264604,327.015129410667,160.705417494545,4.33333333333333,2.288255036291,16.0625,2.31351329151142,0,0,0,0,NA,NA,1.4,0.678232998312527,10.4888888888889,1.83504970161775,16.5111111111111,3.07771760871792,16.2402777777778,2.51280647353846,21.4888888888889,2.57782567005319,3.38392857142857,0.359462539454882,1.6538,0.12220777389348,268.145030864198,72.7168650793651,1,"No","Low",368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828
"27","Pallaster Mid","Barbuda","Scarus vetula","qup","t",2,30,0,0.2999999995,0.2999999995,0.0666666665,0.784632034632035,0.784632034632035,0.260822510822511,15.1666666666667,15.1666666666667,7.83333333333333,8.39285714285714,8.39285714285714,2.10714285714286,6.03571428571429,6.03571428571429,0.535714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954.18823644733,267.765127892749,89.5,7.83776470401833,8.93217276284319,0.610994993613432,2354.00075935983,276.120899137908,68.1666666666667,7.67571929311297,9.05947817006395,0.809857013445952,941.433701439,152.38994793779,14.8333333333333,2.19532331205325,12.8683982683983,0.49054307438192,1412.56705792083,147.834236820778,53.3333333333333,7.0267346612776,7.99181207320335,0.722800696888613,469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402,368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828,387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109,80.1765380923333,18.8394446900709,37.1666666666667,6.7113088639003,4.61416655029558,0.306903647527825,811.8232233435,180.526628684791,12.3333333333333,2.16345916429119,14.3254796411318,1.02352792563304,466.030240668333,112.817447819723,3.66666666666667,0.97182531580755,18.9333333333333,0.77746025264604,327.015129410667,160.705417494545,4.33333333333333,2.288255036291,16.0625,2.31351329151142,0,0,0,0,NA,NA,1.4,0.678232998312527,10.4888888888889,1.83504970161775,16.5111111111111,3.07771760871792,16.2402777777778,2.51280647353846,21.4888888888889,2.57782567005319,3.38392857142857,0.359462539454882,1.6538,0.12220777389348,268.145030864198,72.7168650793651,1,"No","Low",368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828
"28","Pallaster Mid","Barbuda","Sparisoma aurofrenatum","rbp","i",7,18.7142857142857,0.865042958313569,0.376190476428571,0.341666667,0.0805575102688401,0.550038455884941,0.439024390243902,0.139558732136889,9.64285714285714,9,1.63195137982798,15.3809523809524,13.6666666666667,4.52238908359637,6.14285714285714,5.33333333333333,1.36503898980527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954.18823644733,267.765127892749,89.5,7.83776470401833,8.93217276284319,0.610994993613432,2354.00075935983,276.120899137908,68.1666666666667,7.67571929311297,9.05947817006395,0.809857013445952,941.433701439,152.38994793779,14.8333333333333,2.19532331205325,12.8683982683983,0.49054307438192,1412.56705792083,147.834236820778,53.3333333333333,7.0267346612776,7.99181207320335,0.722800696888613,469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402,368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828,387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109,80.1765380923333,18.8394446900709,37.1666666666667,6.7113088639003,4.61416655029558,0.306903647527825,811.8232233435,180.526628684791,12.3333333333333,2.16345916429119,14.3254796411318,1.02352792563304,466.030240668333,112.817447819723,3.66666666666667,0.97182531580755,18.9333333333333,0.77746025264604,327.015129410667,160.705417494545,4.33333333333333,2.288255036291,16.0625,2.31351329151142,0,0,0,0,NA,NA,1.4,0.678232998312527,10.4888888888889,1.83504970161775,16.5111111111111,3.07771760871792,16.2402777777778,2.51280647353846,21.4888888888889,2.57782567005319,3.38392857142857,0.359462539454882,1.6538,0.12220777389348,268.145030864198,72.7168650793651,1,"No","Low",387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109
"29","Pallaster Mid","Barbuda","Sparisoma aurofrenatum","rbp","t",10,21.9,0.8491826135238,0.2391666662,0.2125,0.0544621570013029,0.506362299980721,0.578947368421053,0.0802840414456078,7.25,5.5,1.39890830451622,8.93518518518519,8,2.15959494087247,4.14074074074074,3.66666666666667,0.6667818187587,0.2,0,0.133333333333333,0.1,0,0.1,0.1,0,0.1,0,0,0,0.1,0,0.1,2954.18823644733,267.765127892749,89.5,7.83776470401833,8.93217276284319,0.610994993613432,2354.00075935983,276.120899137908,68.1666666666667,7.67571929311297,9.05947817006395,0.809857013445952,941.433701439,152.38994793779,14.8333333333333,2.19532331205325,12.8683982683983,0.49054307438192,1412.56705792083,147.834236820778,53.3333333333333,7.0267346612776,7.99181207320335,0.722800696888613,469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402,368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828,387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109,80.1765380923333,18.8394446900709,37.1666666666667,6.7113088639003,4.61416655029558,0.306903647527825,811.8232233435,180.526628684791,12.3333333333333,2.16345916429119,14.3254796411318,1.02352792563304,466.030240668333,112.817447819723,3.66666666666667,0.97182531580755,18.9333333333333,0.77746025264604,327.015129410667,160.705417494545,4.33333333333333,2.288255036291,16.0625,2.31351329151142,0,0,0,0,NA,NA,1.4,0.678232998312527,10.4888888888889,1.83504970161775,16.5111111111111,3.07771760871792,16.2402777777778,2.51280647353846,21.4888888888889,2.57782567005319,3.38392857142857,0.359462539454882,1.6538,0.12220777389348,268.145030864198,72.7168650793651,1,"No","Low",387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109
"30","Pallaster Mid","Barbuda","Sparisoma viride","stop","i",12,20.5,1.22164816638189,0.579861111,0.608333333,0.0894736428351465,0.41415548412624,0.358959156785244,0.0671538194173037,11.4166666666667,12.25,1.74927835048478,33.094246031746,21.75,9.5666167354647,10.5079365079365,7.79166666666667,3.14668925952318,0.0833333333333333,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.0833333333333333,2954.18823644733,267.765127892749,89.5,7.83776470401833,8.93217276284319,0.610994993613432,2354.00075935983,276.120899137908,68.1666666666667,7.67571929311297,9.05947817006395,0.809857013445952,941.433701439,152.38994793779,14.8333333333333,2.19532331205325,12.8683982683983,0.49054307438192,1412.56705792083,147.834236820778,53.3333333333333,7.0267346612776,7.99181207320335,0.722800696888613,469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402,368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828,387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109,80.1765380923333,18.8394446900709,37.1666666666667,6.7113088639003,4.61416655029558,0.306903647527825,811.8232233435,180.526628684791,12.3333333333333,2.16345916429119,14.3254796411318,1.02352792563304,466.030240668333,112.817447819723,3.66666666666667,0.97182531580755,18.9333333333333,0.77746025264604,327.015129410667,160.705417494545,4.33333333333333,2.288255036291,16.0625,2.31351329151142,0,0,0,0,NA,NA,1.4,0.678232998312527,10.4888888888889,1.83504970161775,16.5111111111111,3.07771760871792,16.2402777777778,2.51280647353846,21.4888888888889,2.57782567005319,3.38392857142857,0.359462539454882,1.6538,0.12220777389348,268.145030864198,72.7168650793651,1,"No","Low",469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402
"31","Pallaster Mid","Barbuda","Sparisoma viride","stop","t",4,26.5,1.75594229214212,0.39374999975,0.3666666665,0.0760250173363701,0.340146072796935,0.335847701149425,0.0410780265612641,7.875,9,1.31299593804906,12.95,11,3.90331056070784,4.23333333333333,4.5,0.983686377301673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954.18823644733,267.765127892749,89.5,7.83776470401833,8.93217276284319,0.610994993613432,2354.00075935983,276.120899137908,68.1666666666667,7.67571929311297,9.05947817006395,0.809857013445952,941.433701439,152.38994793779,14.8333333333333,2.19532331205325,12.8683982683983,0.49054307438192,1412.56705792083,147.834236820778,53.3333333333333,7.0267346612776,7.99181207320335,0.722800696888613,469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402,368.268286836667,138.058270602758,4.16666666666667,1.11803398874989,15.14,0.807836617144828,387.159718680333,89.3071327762969,9.5,2.49443825784929,10.0866666666667,0.625108879405109,80.1765380923333,18.8394446900709,37.1666666666667,6.7113088639003,4.61416655029558,0.306903647527825,811.8232233435,180.526628684791,12.3333333333333,2.16345916429119,14.3254796411318,1.02352792563304,466.030240668333,112.817447819723,3.66666666666667,0.97182531580755,18.9333333333333,0.77746025264604,327.015129410667,160.705417494545,4.33333333333333,2.288255036291,16.0625,2.31351329151142,0,0,0,0,NA,NA,1.4,0.678232998312527,10.4888888888889,1.83504970161775,16.5111111111111,3.07771760871792,16.2402777777778,2.51280647353846,21.4888888888889,2.57782567005319,3.38392857142857,0.359462539454882,1.6538,0.12220777389348,268.145030864198,72.7168650793651,1,"No","Low",469.0679813255,69.606019323649,10.8333333333333,1.72803677944398,9.0827694235589,0.875727889457402
"32","Pallaster West","Barbuda","Scarus vetula","qup","i",10,20.3,1.16476034731041,0.1129166667,0.058333333,0.0499245186549556,0.634393939393939,0.833333333333333,0.173235422712797,3.875,2.75,1.30130810255595,8.63095238095238,3.66666666666667,3.19257882029708,4.70238095238095,3.66666666666667,1.05451598767111,0.4,0,0.221108319357027,0.4,0,0.221108319357027,0.4,0,0.221108319357027,0,0,0,0,0,0,2441.828521068,166.574956086503,109.333333333333,16.3626437689975,7.48374064805387,0.573698918241805,1600.8402642185,186.965425363335,87.6666666666667,15.2032525759749,6.78625079522885,0.587607777212677,857.955669421833,180.466336108957,12.8333333333333,2.53585400911716,13.0508823529412,0.675936745878685,742.884594796667,50.7329936830328,74.8333333333333,13.6330888323634,5.77576503673095,0.626748094514922,287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258,36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462,288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181,120.344347235167,21.7422590627731,64.5,13.6869767784319,4.26901607466943,0.345233714411619,321.934089647333,85.085110519401,7.5,1.66666666666667,12.4809523809524,0.527390357865178,300.148556845,62.2635582742539,2.66666666666667,0.311804782231162,17.2,0.908906546962399,447.978043802333,190.18310962035,4.16666666666667,0.456435464587638,15.0171428571429,1.20842619863648,162.1495919,162.1495919,0.333333333333333,0.333333333333333,31,NA,0,0,6.48888888888889,1.54384480765505,19.0888888888889,3.7957741284971,18.4503174603175,3.42980795603316,30.2166666666667,5.20226980375981,4,NA,1.7006,NA,352.196059964727,120.866666666667,1,"No","Low",36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462
"33","Pallaster West","Barbuda","Scarus vetula","qup","t",1,21,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2441.828521068,166.574956086503,109.333333333333,16.3626437689975,7.48374064805387,0.573698918241805,1600.8402642185,186.965425363335,87.6666666666667,15.2032525759749,6.78625079522885,0.587607777212677,857.955669421833,180.466336108957,12.8333333333333,2.53585400911716,13.0508823529412,0.675936745878685,742.884594796667,50.7329936830328,74.8333333333333,13.6330888323634,5.77576503673095,0.626748094514922,287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258,36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462,288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181,120.344347235167,21.7422590627731,64.5,13.6869767784319,4.26901607466943,0.345233714411619,321.934089647333,85.085110519401,7.5,1.66666666666667,12.4809523809524,0.527390357865178,300.148556845,62.2635582742539,2.66666666666667,0.311804782231162,17.2,0.908906546962399,447.978043802333,190.18310962035,4.16666666666667,0.456435464587638,15.0171428571429,1.20842619863648,162.1495919,162.1495919,0.333333333333333,0.333333333333333,31,NA,0,0,6.48888888888889,1.54384480765505,19.0888888888889,3.7957741284971,18.4503174603175,3.42980795603316,30.2166666666667,5.20226980375981,4,NA,1.7006,NA,352.196059964727,120.866666666667,1,"No","Low",36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462
"34","Pallaster West","Barbuda","Sparisoma aurofrenatum","rbp","i",6,17.6666666666667,0.666666666666667,0.298611110666667,0.237499999,0.110164369448509,0.436844946553265,0.511103021477976,0.109692114275231,7.66666666666667,8.25,2.22735518297175,13.8871428571429,8.2,6.43429388162385,5.13428571428571,5.2,1.61909103583243,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,2441.828521068,166.574956086503,109.333333333333,16.3626437689975,7.48374064805387,0.573698918241805,1600.8402642185,186.965425363335,87.6666666666667,15.2032525759749,6.78625079522885,0.587607777212677,857.955669421833,180.466336108957,12.8333333333333,2.53585400911716,13.0508823529412,0.675936745878685,742.884594796667,50.7329936830328,74.8333333333333,13.6330888323634,5.77576503673095,0.626748094514922,287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258,36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462,288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181,120.344347235167,21.7422590627731,64.5,13.6869767784319,4.26901607466943,0.345233714411619,321.934089647333,85.085110519401,7.5,1.66666666666667,12.4809523809524,0.527390357865178,300.148556845,62.2635582742539,2.66666666666667,0.311804782231162,17.2,0.908906546962399,447.978043802333,190.18310962035,4.16666666666667,0.456435464587638,15.0171428571429,1.20842619863648,162.1495919,162.1495919,0.333333333333333,0.333333333333333,31,NA,0,0,6.48888888888889,1.54384480765505,19.0888888888889,3.7957741284971,18.4503174603175,3.42980795603316,30.2166666666667,5.20226980375981,4,NA,1.7006,NA,352.196059964727,120.866666666667,1,"No","Low",288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181
"35","Pallaster West","Barbuda","Sparisoma aurofrenatum","rbp","t",7,20.2857142857143,1.30410132739325,0.176190476,0.199999999,0.0454412729953718,0.401388838182858,0.375,0.0830016155510641,4.5,4.5,1.02353263143832,8.48611111111111,7.16666666666667,1.97869773057805,3.43055555555556,3.16666666666667,0.587034742038142,0.714285714285714,0,0.359515925489083,0.571428571428571,0,0.368855556781659,0.571428571428571,0,0.368855556781659,0,0,0,0.142857142857143,0,0.142857142857143,2441.828521068,166.574956086503,109.333333333333,16.3626437689975,7.48374064805387,0.573698918241805,1600.8402642185,186.965425363335,87.6666666666667,15.2032525759749,6.78625079522885,0.587607777212677,857.955669421833,180.466336108957,12.8333333333333,2.53585400911716,13.0508823529412,0.675936745878685,742.884594796667,50.7329936830328,74.8333333333333,13.6330888323634,5.77576503673095,0.626748094514922,287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258,36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462,288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181,120.344347235167,21.7422590627731,64.5,13.6869767784319,4.26901607466943,0.345233714411619,321.934089647333,85.085110519401,7.5,1.66666666666667,12.4809523809524,0.527390357865178,300.148556845,62.2635582742539,2.66666666666667,0.311804782231162,17.2,0.908906546962399,447.978043802333,190.18310962035,4.16666666666667,0.456435464587638,15.0171428571429,1.20842619863648,162.1495919,162.1495919,0.333333333333333,0.333333333333333,31,NA,0,0,6.48888888888889,1.54384480765505,19.0888888888889,3.7957741284971,18.4503174603175,3.42980795603316,30.2166666666667,5.20226980375981,4,NA,1.7006,NA,352.196059964727,120.866666666667,1,"No","Low",288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181
"36","Pallaster West","Barbuda","Sparisoma viride","stop","i",5,21,2.07364413533277,0.285,0.383333333,0.122825531217613,0.231515402870902,0.347826086956522,0.0954564170726703,6.6,8,2.85657137141714,13.4444444444444,14.8,1.26221439747183,5.11111111111111,5.33333333333333,0.281793199718175,0.4,0,0.244948974278318,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,0.2,2441.828521068,166.574956086503,109.333333333333,16.3626437689975,7.48374064805387,0.573698918241805,1600.8402642185,186.965425363335,87.6666666666667,15.2032525759749,6.78625079522885,0.587607777212677,857.955669421833,180.466336108957,12.8333333333333,2.53585400911716,13.0508823529412,0.675936745878685,742.884594796667,50.7329936830328,74.8333333333333,13.6330888323634,5.77576503673095,0.626748094514922,287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258,36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462,288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181,120.344347235167,21.7422590627731,64.5,13.6869767784319,4.26901607466943,0.345233714411619,321.934089647333,85.085110519401,7.5,1.66666666666667,12.4809523809524,0.527390357865178,300.148556845,62.2635582742539,2.66666666666667,0.311804782231162,17.2,0.908906546962399,447.978043802333,190.18310962035,4.16666666666667,0.456435464587638,15.0171428571429,1.20842619863648,162.1495919,162.1495919,0.333333333333333,0.333333333333333,31,NA,0,0,6.48888888888889,1.54384480765505,19.0888888888889,3.7957741284971,18.4503174603175,3.42980795603316,30.2166666666667,5.20226980375981,4,NA,1.7006,NA,352.196059964727,120.866666666667,1,"No","Low",287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258
"37","Pallaster West","Barbuda","Sparisoma viride","stop","t",6,24.5,2.12524508390601,0.172222222166667,0.0541666665,0.0919104502998489,0.498041429686629,0.371173469387755,0.168103618397912,3.5,2,1.5545631755148,11.0166666666667,8,4.44138783781893,3.85,3,1.34551724874364,0.5,0.5,0.223606797749979,0.5,0.5,0.223606797749979,0.5,0.5,0.223606797749979,0,0,0,0,0,0,2441.828521068,166.574956086503,109.333333333333,16.3626437689975,7.48374064805387,0.573698918241805,1600.8402642185,186.965425363335,87.6666666666667,15.2032525759749,6.78625079522885,0.587607777212677,857.955669421833,180.466336108957,12.8333333333333,2.53585400911716,13.0508823529412,0.675936745878685,742.884594796667,50.7329936830328,74.8333333333333,13.6330888323634,5.77576503673095,0.626748094514922,287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258,36.1812388126667,15.5998617969515,1.16666666666667,0.772801541291309,12.4,2.11974841274462,288.129946267,53.3508302559322,16.6666666666667,6.51387408195427,7.96093582887701,1.17234821662181,120.344347235167,21.7422590627731,64.5,13.6869767784319,4.26901607466943,0.345233714411619,321.934089647333,85.085110519401,7.5,1.66666666666667,12.4809523809524,0.527390357865178,300.148556845,62.2635582742539,2.66666666666667,0.311804782231162,17.2,0.908906546962399,447.978043802333,190.18310962035,4.16666666666667,0.456435464587638,15.0171428571429,1.20842619863648,162.1495919,162.1495919,0.333333333333333,0.333333333333333,31,NA,0,0,6.48888888888889,1.54384480765505,19.0888888888889,3.7957741284971,18.4503174603175,3.42980795603316,30.2166666666667,5.20226980375981,4,NA,1.7006,NA,352.196059964727,120.866666666667,1,"No","Low",287.438706664833,58.4494877654901,7.83333333333333,1.50462250710565,9.88608058608059,0.802376416464258
"38","Pillars","Antigua","Scarus vetula","qup","i",9,26.3333333333333,0.881917103688197,0.438888889,0.416666667,0.054610009055513,0.789395401961441,0.757142857142857,0.076499041064528,20,17.5,2.8124228384477,12.6740740740741,11.5,1.06685151433323,10.3203703703704,8,1.53568604169462,0.555555555555556,0,0.293972367896066,0.333333333333333,0,0.235702260395516,0.222222222222222,0,0.222222222222222,0,0,0,0.222222222222222,0,0.146986183948033,5274.31432060333,694.464551776992,154,45.1904918711398,9.20251776246198,1.27786048647601,2445.96313215567,408.482638696773,22.1666666666667,4.25408300603341,16.3273042383516,1.1561808668934,1210.446481166,185.780041691433,12,2.08499933386613,16.1767943409248,0.85693404012675,1235.51665098967,298.239932545927,10.1666666666667,3.27448045073142,17.3426767676768,1.59692892663857,95.4090437756667,74.3517051578364,1,0.408248290463863,14.25,5.34438958160799,370.387705493333,157.887332135858,2.5,1.23603308118261,20.6666666666667,3.08670986290869,113.110202905333,58.4736751181516,1.5,0.927960727138337,16.7222222222222,2.69143589195318,26.7819477626667,16.1906926861709,3.16666666666667,2.59985754595502,7.07692307692308,1.15725990732274,656.685853521667,102.323635854104,4,0.807946642902722,19.08,0.712144648228153,524.360742756667,195.764570490669,2.5,1.02062072615966,22.1916666666667,0.460147923075951,1265.07386148667,400.281951517867,6.83333333333333,1.16069902309868,20.4588888888889,1.10058289830861,126.9038036,126.9038036,0.166666666666667,0.166666666666667,34,NA,0,0,6.02083333333333,2.31444557240242,26.6955467372134,3.99661018590312,16.3847767857143,1.58282613019324,49.5812389770723,3.42645056186286,3.11607142857143,0.284675384676947,1.2055,0.0523617226607376,437.400574461845,154.498682169627,1,"Yes","High",370.387705493333,157.887332135858,2.5,1.23603308118261,20.6666666666667,3.08670986290869
"39","Pillars","Antigua","Scarus vetula","qup","t",7,26.4285714285714,1.2508500511013,0.167857142857143,0.158333333,0.0528433773472094,0.708466010323595,0.783783783783784,0.130608722993906,7.85714285714286,5.5,2.4849889472646,7.19444444444444,7.79166666666667,1.41290349857883,5.72222222222222,6.375,1.1563603729674,0.714285714285714,0,0.420560041253707,0.285714285714286,0,0.184427778390829,0.285714285714286,0,0.184427778390829,0,0,0,0.428571428571429,0,0.428571428571429,5274.31432060333,694.464551776992,154,45.1904918711398,9.20251776246198,1.27786048647601,2445.96313215567,408.482638696773,22.1666666666667,4.25408300603341,16.3273042383516,1.1561808668934,1210.446481166,185.780041691433,12,2.08499933386613,16.1767943409248,0.85693404012675,1235.51665098967,298.239932545927,10.1666666666667,3.27448045073142,17.3426767676768,1.59692892663857,95.4090437756667,74.3517051578364,1,0.408248290463863,14.25,5.34438958160799,370.387705493333,157.887332135858,2.5,1.23603308118261,20.6666666666667,3.08670986290869,113.110202905333,58.4736751181516,1.5,0.927960727138337,16.7222222222222,2.69143589195318,26.7819477626667,16.1906926861709,3.16666666666667,2.59985754595502,7.07692307692308,1.15725990732274,656.685853521667,102.323635854104,4,0.807946642902722,19.08,0.712144648228153,524.360742756667,195.764570490669,2.5,1.02062072615966,22.1916666666667,0.460147923075951,1265.07386148667,400.281951517867,6.83333333333333,1.16069902309868,20.4588888888889,1.10058289830861,126.9038036,126.9038036,0.166666666666667,0.166666666666667,34,NA,0,0,6.02083333333333,2.31444557240242,26.6955467372134,3.99661018590312,16.3847767857143,1.58282613019324,49.5812389770723,3.42645056186286,3.11607142857143,0.284675384676947,1.2055,0.0523617226607376,437.400574461845,154.498682169627,1,"Yes","High",370.387705493333,157.887332135858,2.5,1.23603308118261,20.6666666666667,3.08670986290869
