Date,Time,Island,Site,Surveyor,Transect,Depth.ft,Species Code,Common Name,Species,Family,Functional Group,Length,Number,Phase,a,b,Biomass
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,6,2,j,0.0046,3.4291,2.143464447
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,2,20,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,6,1,j,0.0046,3.4291,2.143464447
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,3,24,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,6,1,j,0.0046,3.4291,2.143464447
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,6,2,j,0.0046,3.4291,2.143464447
8/24/17,12:10,Antigua,Snapper Point,MWW,2,15,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Scaridae,Herbivores,6,1,j,0.0046,3.4291,2.143464447
8/8/17,12:36,Antigua,Turtle Bay,MWW,5,23,ytp,Yellowtail parrotfish,Sparisoma rubiprinne,Scaridae,Herbivores,5,2,i,0.0156,3.0641,2.16191487
8/6/17,13:47,Antigua,Windward,MWW,3,15,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,6,3,,0.00933,3.06,2.244008357
8/6/17,13:47,Antigua,Windward,MWW,5,18,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,6,1,,0.00933,3.06,2.244008357
8/24/17,12:10,Antigua,Snapper Point,MWW,2,15,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,6,1,,0.00933,3.06,2.244008357
8/12/17,15:22,Barbuda,Pallaster West,MWW,5,17,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,6,2,,0.004,3.5328,2.244464438
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,drf,Doctorfish,Acanthurus chirurgus,Acanthuridae,Herbivores,6,2,,0.004,3.5328,2.244464438
8/6/17,13:47,Antigua,Windward,MWW,2,15,bgd,Beaugregory,Stegastes leucostictus,Pomacentridae,Omnivores,5,1,,0.01995,2.95,2.300935331
8/12/17,15:22,Barbuda,Pallaster West,MWW,5,17,ham,Hamlet spp.,Hypoplectrus puella,Serranidae,Carnivores,5,1,,0.01778,3.03,2.33244209
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,ham,Hamlet spp.,Hypoplectrus puella,Serranidae,Carnivores,5,1,,0.01778,3.03,2.33244209
8/6/17,13:47,Antigua,Windward,MWW,5,18,dud,Dusky Damselfish,Stegastes adustus ,Pomacentridae,Herbivores,5,1,,0.0195,2.99,2.398583956
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,dud,Dusky Damselfish,Stegastes adustus ,Pomacentridae,Herbivores,5,1,,0.0195,2.99,2.398583956
8/8/17,12:36,Antigua,Turtle Bay,MWW,4,20,dud,Dusky Damselfish,Stegastes adustus ,Pomacentridae,Herbivores,5,1,,0.0195,2.99,2.398583956
8/8/17,9:51,Antigua,Rendezvous,MWW,5,15,bew,Blackear Wrasse,Halichoeres poeyi,Labridae,Herbivores,6,1,,0.01023,3.06,2.460472185
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,3sd,3-spot Damselfish,Stegastes planifrons,Pomacentridae,Omnivores,5,1,,0.02188,2.96,2.564475359
8/12/17,12:00,Barbuda,Pallaster East,MWW,1,28,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,5,j,0.0335,2.7086,2.619841159
8/12/17,12:00,Barbuda,Pallaster East,MWW,2,25,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,1,j,0.0335,2.7086,2.619841159
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,2,j,0.0335,2.7086,2.619841159
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,2,j,0.0335,2.7086,2.619841159
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,1,j,0.0335,2.7086,2.619841159
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,prp,Princess Parrotfish,Scarus taeniopterus,Scaridae,Herbivores,5,2,j,0.0335,2.7086,2.619841159
8/6/17,11:00,Antigua,Pillars,MWW,5,,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,1,,0.02239,2.96,2.624250608
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,2,,0.02239,2.96,2.624250608
8/12/17,12:00,Barbuda,Pallaster East,MWW,5,19,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,1,,0.02239,2.96,2.624250608
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,1,,0.02239,2.96,2.624250608
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,2,20,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,1,,0.02239,2.96,2.624250608
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,3,24,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,1,,0.02239,2.96,2.624250608
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,4,17,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,1,,0.02239,2.96,2.624250608
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,snp,Caribbean sharp-nose puffer ,Canthigaster rostrata,Tetraodontidae,Omnivores,5,1,,0.02239,2.96,2.624250608
8/6/17,11:00,Antigua,Pillars,MWW,3,,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,3,,0.01,3.13,2.72654967
8/6/17,13:47,Antigua,Windward,MWW,3,15,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,2,,0.01,3.13,2.72654967
8/6/17,13:47,Antigua,Windward,MWW,4,15,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,3,,0.01,3.13,2.72654967
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/8/17,9:51,Antigua,Rendezvous,MWW,5,15,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,4,,0.01,3.13,2.72654967
8/8/17,12:36,Antigua,Turtle Bay,MWW,1,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/8/17,12:36,Antigua,Turtle Bay,MWW,3,16,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,2,21,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,4,26,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/12/17,12:00,Barbuda,Pallaster East,MWW,1,28,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/12/17,12:00,Barbuda,Pallaster East,MWW,1,28,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/12/17,12:00,Barbuda,Pallaster East,MWW,2,25,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,2,,0.01,3.13,2.72654967
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,3,,0.01,3.13,2.72654967
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,3,,0.01,3.13,2.72654967
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,4,17,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,2,,0.01,3.13,2.72654967
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,1,,0.01,3.13,2.72654967
8/24/17,12:10,Antigua,Snapper Point,MWW,1,20,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,2,,0.01,3.13,2.72654967
8/24/17,12:10,Antigua,Snapper Point,MWW,2,15,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,3,,0.01,3.13,2.72654967
8/24/17,12:10,Antigua,Snapper Point,MWW,4,16,yhw,Yellowhead Wrasse,Halichoeres garnoti,Labridae,Carnivores,6,5,,0.01,3.13,2.72654967
8/12/17,15:22,Barbuda,Pallaster West,MWW,2,25,gbp,Greenblotch Parrotfish,Sparisoma atomarium,Scaridae,Herbivores,6,1,,0.0121,3.0275,2.745606415
8/12/17,15:22,Barbuda,Pallaster West,MWW,3,25,gbp,Greenblotch Parrotfish,Sparisoma atomarium,Scaridae,Herbivores,6,1,j,0.0121,3.0275,2.745606415
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,gbp,Greenblotch Parrotfish,Sparisoma atomarium,Scaridae,Herbivores,6,1,,0.0121,3.0275,2.745606415
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,gbp,Greenblotch Parrotfish,Sparisoma atomarium,Scaridae,Herbivores,6,2,j,0.0121,3.0275,2.745606415
8/6/17,11:00,Antigua,Pillars,MWW,5,,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/6/17,13:47,Antigua,Windward,MWW,1,15,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/6/17,13:47,Antigua,Windward,MWW,3,15,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/8/17,9:51,Antigua,Rendezvous,MWW,2,14,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/8/17,12:36,Antigua,Turtle Bay,MWW,2,22,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/8/17,12:36,Antigua,Turtle Bay,MWW,4,20,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/8/17,12:36,Antigua,Turtle Bay,MWW,5,23,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/12/17,15:22,Barbuda,Pallaster West,MWW,5,17,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/12/17,12:00,Barbuda,Pallaster East,MWW,1,28,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/12/17,12:00,Barbuda,Pallaster East,MWW,1,28,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/12/17,12:00,Barbuda,Pallaster East,MWW,2,25,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,3,j,0.025,2.9214,2.753664206
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,5,j,0.025,2.9214,2.753664206
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,qup,Queen Parrotfish,Scarus vetula,Scaridae,Herbivores,5,2,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,2,20,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,4,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,2,20,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,2,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,3,24,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,2,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,4,17,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,2,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,4,17,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,2,j,0.025,2.9214,2.753664206
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/24/17,12:10,Antigua,Snapper Point,MWW,5,20,stop,Stoplight Parrotfish,Sparisoma viride,Scaridae,Herbivores,5,1,j,0.025,2.9214,2.753664206
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,3,25,soap,Soapfish,Rypticus saponaceus,Serranidae,Carnivores,6,1,,0.01148,3.06,2.761116392
8/8/17,9:51,Antigua,Rendezvous,MWW,2,14,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,5,2,,0.0237,2.9752,2.846583338
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,5,1,,0.0237,2.9752,2.846583338
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,5,5,,0.0237,2.9752,2.846583338
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,5,1,,0.0237,2.9752,2.846583338
8/12/17,15:22,Barbuda,Pallaster West,MWW,4,17,ocs,Ocean Surgeonfish,Acanthurus bahianus,Acanthuridae,Herbivores,5,1,,0.0237,2.9752,2.846583338
8/8/17,9:51,Antigua,Rendezvous,MWW,2,14,pud,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,6,1,,0.0131,3.038,3.028968761
8/8/17,9:51,Antigua,Rendezvous,MWW,4,15,pud,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,6,1,,0.0131,3.038,3.028968761
8/8/17,9:51,Antigua,Rendezvous,MWW,5,15,pud,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,6,1,,0.0131,3.038,3.028968761
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,4,26,pud,Puddingwife,Halichoeres radiatus,Labridae,Carnivores,6,1,,0.0131,3.038,3.028968761
8/6/17,11:00,Antigua,Pillars,MWW,5,,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,50,,0.01479,2.98,3.082186402
8/8/17,12:36,Antigua,Turtle Bay,MWW,5,23,blc,Blue Chromis,Chromis cyanea,Pomacentridae,Planktivore,6,3,,0.01479,2.98,3.082186402
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,10,,0.01479,2.98,3.082186402
8/12/17,12:00,Barbuda,Pallaster East,MWW,1,28,blc,Blue Chromis,Chromis cyanea,Pomacentridae,Planktivore,6,6,,0.01479,2.98,3.082186402
8/24/17,12:10,Antigua,Snapper Point,MWW,4,16,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,5,,0.01479,2.98,3.082186402
8/24/17,12:10,Antigua,Snapper Point,MWW,5,20,brc,Brown Chromis,Chromis multilineata,Pomacentridae,Planktivore,6,12,,0.01479,2.98,3.082186402
8/6/17,13:47,Antigua,Windward,MWW,3,15,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,7,3,,0.00891,3.01,3.116181927
8/8/17,9:51,Antigua,Rendezvous,MWW,1,15,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,7,20,,0.00891,3.01,3.116181927
8/8/17,9:51,Antigua,Rendezvous,MWW,2,14,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,7,8,,0.00891,3.01,3.116181927
8/8/17,12:36,Antigua,Turtle Bay,MWW,2,22,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,7,10,,0.00891,3.01,3.116181927
8/12/17,15:22,Barbuda,Pallaster West,MWW,4,17,bhw,Bluehead Wrasse,Thalassoma bifasciatum,Labridae,Carnivores,7,10,,0.00891,3.01,3.116181927
8/8/17,9:51,Antigua,Rendezvous,MWW,2,14,clw,Clown Wrasse,Halichoeres maculipinna ,Labridae,Carnivores,6,3,,0.01047,3.2,3.236165196
8/8/17,12:36,Antigua,Turtle Bay,MWW,1,25,clw,Clown Wrasse,Halichoeres maculipinna ,Labridae,Carnivores,6,1,,0.01047,3.2,3.236165196
8/6/17,11:00,Antigua,Pillars,MWW,3,,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,3,,0.01479,3.01,3.252396145
8/6/17,11:00,Antigua,Pillars,MWW,3,,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,3,,0.01479,3.01,3.252396145
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,5,,0.01479,3.01,3.252396145
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,1,,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,5,,0.01479,3.01,3.252396145
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,2,21,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,1,,0.01479,3.01,3.252396145
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,1,,0.01479,3.01,3.252396145
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,1,,0.01479,3.01,3.252396145
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,1,,0.01479,3.01,3.252396145
8/24/17,12:10,Antigua,Snapper Point,MWW,2,15,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,10,,0.01479,3.01,3.252396145
8/24/17,12:10,Antigua,Snapper Point,MWW,4,16,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,5,,0.01479,3.01,3.252396145
8/24/17,12:10,Antigua,Snapper Point,MWW,5,20,bid,Bicolour Damselfish,Stegastes partitus,Pomacentridae,Herbivores,6,5,,0.01479,3.01,3.252396145
8/8/17,12:36,Antigua,Turtle Bay,MWW,3,16,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,5,1,,0.0239,3.0825,3.411716527
8/8/17,12:36,Antigua,Turtle Bay,MWW,5,23,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,5,1,,0.0239,3.0825,3.411716527
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,2,20,ytd,Yellowtail Damselfish,Microspathodon chrysurus,Pomacentridae,Herbivores,5,3,,0.0239,3.0825,3.411716527
8/6/17,11:00,Antigua,Pillars,MWW,4,,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,1,j,0.0147,3.0548,3.502787364
8/8/17,12:36,Antigua,Turtle Bay,MWW,3,16,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,1,j,0.0147,3.0548,3.502787364
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,1,j,0.0147,3.0548,3.502787364
8/12/17,15:22,Barbuda,Pallaster West,MWW,2,25,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,2,j,0.0147,3.0548,3.502787364
8/12/17,15:22,Barbuda,Pallaster West,MWW,2,25,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,2,j,0.0147,3.0548,3.502787364
8/12/17,15:22,Barbuda,Pallaster West,MWW,3,25,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,2,j,0.0147,3.0548,3.502787364
8/12/17,15:22,Barbuda,Pallaster West,MWW,4,17,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,5,j,0.0147,3.0548,3.502787364
8/12/17,15:22,Barbuda,Pallaster West,MWW,5,17,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,3,j,0.0147,3.0548,3.502787364
8/12/17,15:22,Barbuda,Pallaster West,MWW,5,17,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,5,j,0.0147,3.0548,3.502787364
8/12/17,12:00,Barbuda,Pallaster East,MWW,3,21,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,2,j,0.0147,3.0548,3.502787364
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,8,j,0.0147,3.0548,3.502787364
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,5,j,0.0147,3.0548,3.502787364
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,7,,0.0147,3.0548,3.502787364
8/12/17,12:00,Barbuda,Pallaster East,MWW,4,24,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,7,j,0.0147,3.0548,3.502787364
8/12/17,12:00,Barbuda,Pallaster East,MWW,5,19,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,5,j,0.0147,3.0548,3.502787364
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,8,j,0.0147,3.0548,3.502787364
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,3,24,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,4,j,0.0147,3.0548,3.502787364
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,5,19,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,3,j,0.0147,3.0548,3.502787364
8/24/17,12:10,Antigua,Snapper Point,MWW,1,20,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,2,j,0.0147,3.0548,3.502787364
8/24/17,12:10,Antigua,Snapper Point,MWW,5,20,strp,Striped Parrotfish,Scarus iserti,Scaridae,Herbivores,6,2,j,0.0147,3.0548,3.502787364
8/8/17,9:51,Antigua,Rendezvous,MWW,3,15,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/8/17,9:51,Antigua,Rendezvous,MWW,5,15,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,2,,0.0166,2.99,3.521926811
8/8/17,9:51,Antigua,Rendezvous,MWW,5,15,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/8/17,12:36,Antigua,Turtle Bay,MWW,1,25,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/8/17,12:36,Antigua,Turtle Bay,MWW,5,23,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,4,26,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/9/17,11:53,Antigua,Mermaid Gardens,MWW,5,30,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/12/17,15:22,Barbuda,Pallaster West,MWW,1,25,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/12/17,15:22,Barbuda,Pallaster West,MWW,2,25,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/12/17,15:22,Barbuda,Pallaster West,MWW,3,25,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,1,24,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,2,,0.0166,2.99,3.521926811
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,3,24,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/12/17,9:00,Barbuda,Pallaster Mid,MWW,3,24,cod,Cocoa Damselfish,Stegastes variabilis,Pomacentridae,Herbivores,6,1,,0.0166,2.99,3.521926811
8/6/17,13:47,Antigua,Windward,MWW,5,18,sld,Slippery Dick,Halichoeres bivittatus,Labridae,Carnivores,7,1,,0.00933,3.06,3.596513097
